formula,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,A1_NdValence,A1_NValence,A1_Electronegativity,A1_AtomicRadius,A1_GSbandgap,A1_GSmagmom,A1_MeltingT,A2_NdValence,A2_NValence,A2_Electronegativity,A2_AtomicRadius,A2_GSbandgap,A2_GSmagmom,A2_MeltingT,B1_NdValence,B1_NValence,B1_Electronegativity,B1_AtomicRadius,B1_GSbandgap,B1_GSmagmom,B1_MeltingT,B2_NdValence,B2_NValence,B2_Electronegativity,B2_AtomicRadius,B2_GSbandgap,B2_GSmagmom,B2_MeltingT,X_NdValence,X_NValence,X_Electronegativity,X_AtomicRadius,X_GSbandgap,X_GSmagmom,X_MeltingT
Cs4Mg3TiCl12,Cs,,Mg,Ti,Cl,True,0.25,0.18279999999999985,-2.0565634999999998,0.04808810456078749,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2MgTiCl6,Cs,,Mg,Ti,Cl,True,0.5,0.0,-1.9526402500000004,0.10130333516676737,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4MgTi3Cl12,Cs,,Mg,Ti,Cl,True,0.75,0.0,-1.879258,0.11213904635487193,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,2.0,4.0,1.54,1.4,0.0,2.25333333333e-05,1941.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Li2K2Co3CuCl12,Li,K,Co,Cu,Cl,True,0.25,0.0,-1.2001442500000004,0.11917519937147247,0.0,1.0,0.98,1.45,0.0,0.0,453.69,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
LiKCoCuCl6,Li,K,Co,Cu,Cl,True,0.5,0.0,-1.2199602499999997,0.09746970737147365,0.0,1.0,0.98,1.45,0.0,0.0,453.69,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Li2K2CoCu3Cl12,Li,K,Co,Cu,Cl,True,0.75,0.0,-1.2217384999999996,0.07548767887147267,0.0,1.0,0.98,1.45,0.0,0.0,453.69,0.0,1.0,0.82,2.2,0.0,0.0,336.53,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2K2Ni3CuCl12,Na,K,Ni,Cu,Cl,True,0.25,0.0,-1.2449727499999994,0.08780486295663792,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
NaKNiCuCl6,Na,K,Ni,Cu,Cl,True,0.5,0.0,-1.2555269999999996,0.05882464145663713,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2K2NiCu3Cl12,Na,K,Ni,Cu,Cl,True,0.75,0.0,-1.2639969999999998,0.03192866995663657,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.2,0.0,0.0,336.53,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Cr3CoCl12,Cs,,Cr,Co,Cl,True,0.25,0.0,-1.5321135000000006,0.14231182278814103,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2CrCoCl6,Cs,,Cr,Co,Cl,True,0.5,0.0,-1.4499417500000007,0.15647795874647308,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4CrCo3Cl12,Cs,,Cr,Co,Cl,True,0.75,0.0,-1.36366375,0.14161778230897237,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2Rb2Mg3CoF12,Na,Rb,Mg,Co,F,True,0.25,0.3551000000000002,-3.1701145000000013,0.04356572760549238,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
NaRbMgCoF6,Na,Rb,Mg,Co,F,True,0.5,0.26919999999999966,-2.8884605,0.051257660042995035,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Na2Rb2MgCo3F12,Na,Rb,Mg,Co,F,True,0.75,0.21499999999999986,-2.60838625,0.05091750370966164,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K4Mg3NiCl12,K,,Mg,Ni,Cl,True,0.25,1.1002,-1.8948129999999999,0.03802890624647581,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2MgNiCl6,K,,Mg,Ni,Cl,True,0.5,0.0,-1.6773472499999997,0.06636262928814274,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K4MgNi3Cl12,K,,Mg,Ni,Cl,True,0.75,0.0,-1.4656154999999997,0.08812574582980703,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,8.0,10.0,1.91,1.35,0.0,0.5953947,1728.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Pd3CdBr12,Cs,,Pd,Cd,Br,True,0.25,0.06410000000000005,-1.17799775,0.05831554682450246,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,10.0,2.2,1.4,0.0,0.0,1828.05,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs2PdCdBr6,Cs,,Pd,Cd,Br,True,0.5,0.0,-1.25179225,0.0667327139495022,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,10.0,2.2,1.4,0.0,0.0,1828.05,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs4PdCd3Br12,Cs,,Pd,Cd,Br,True,0.75,0.8967999999999999,-1.3333972500000002,0.06331482344950023,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,10.0,10.0,2.2,1.4,0.0,0.0,1828.05,10.0,12.0,1.69,1.55,0.0,0.0,594.22,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4Fe3PbBr12,Rb,,Fe,Pb,Br,True,0.25,0.03149999999999997,-1.2059985000000004,0.06752482307449892,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb2FePbBr6,Rb,,Fe,Pb,Br,True,0.5,0.0363,-1.2733374999999998,0.0659808521994969,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Rb4FePb3Br12,Rb,,Fe,Pb,Br,True,0.75,0.2571000000000001,-1.3619547500000002,0.043158631324498486,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Na2Rb2Mn3CoCl12,Na,Rb,Mn,Co,Cl,True,0.25,0.0,-1.5053397500000003,0.07346641352560646,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
NaRbMnCoCl6,Na,Rb,Mn,Co,Cl,True,0.5,0.0,-1.407119749999999,0.09380061539844764,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Na2Rb2MnCo3Cl12,Na,Rb,Mn,Co,Cl,True,0.75,0.0,-1.3083912499999997,0.11464331727129151,0.0,1.0,0.93,1.8,0.0,0.0,370.87,0.0,1.0,0.82,2.35,0.0,0.0,312.46,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb4Ca3SnI12,Rb,,Ca,Sn,I,True,0.25,2.941,-1.5093285,0.025361120799553216,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2CaSnI6,Rb,,Ca,Sn,I,True,0.5,1.9153,-1.3443584999999998,0.027985680142114333,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb4CaSn3I12,Rb,,Ca,Sn,I,True,0.75,1.6565,-1.1795445,0.028462988984673032,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,10.0,14.0,1.96,1.45,0.0,0.0,505.08,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K4Fe3CdCl12,K,,Fe,Cd,Cl,True,0.25,0.0,-1.4341085,0.07880295974647167,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2FeCdCl6,K,,Fe,Cd,Cl,True,0.5,0.0,-1.4969217499999998,0.0673372970381374,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K4FeCd3Cl12,K,,Fe,Cd,Cl,True,0.75,0.0,-1.5605730000000002,0.055033634329804126,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2Cs2Zn3BaF12,Rb,Cs,Zn,Ba,F,True,0.25,4.1509,-2.90108575,0.07722115422866338,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
RbCsZnBaF6,Rb,Cs,Zn,Ba,F,True,0.5,4.4516,-3.1102494999999997,0.09250819147866185,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb2Cs2ZnBa3F12,Rb,Cs,Zn,Ba,F,True,0.75,5.1263000000000005,-3.325582,0.08562832947866106,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs4Ba3PbF12,Cs,,Ba,Pb,F,True,0.25,4.8767,-3.356234250000001,0.036943429108995396,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs2BaPbF6,Cs,,Ba,Pb,F,True,0.5,4.0223,-3.1469324999999997,0.02558045273933196,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs4BaPb3F12,Cs,,Ba,Pb,F,True,0.75,3.7215,-2.93860425,0.013243976369665234,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,0.89,2.15,0.0,0.0,1000.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Cs4Fe3CuCl12,Cs,,Fe,Cu,Cl,True,0.25,0.006599999999999939,-1.4573075000000002,0.03771866062147833,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs2FeCuCl6,Cs,,Fe,Cu,Cl,True,0.5,0.0,-1.4451119999999995,0.016078137808976933,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4FeCu3Cl12,Cs,,Fe,Cu,Cl,True,0.75,0.0,-1.3907674999999997,0.016427271746467298,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2Mn3FeBr12,K,Cs,Mn,Fe,Br,True,0.25,0.121,-1.29484925,0.0727408283934654,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KCsMnFeBr6,K,Cs,Mn,Fe,Br,True,0.5,0.09610000000000007,-1.22806725,0.09272741920380945,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2MnFe3Br12,K,Cs,Mn,Fe,Br,True,0.75,0.04530000000000012,-1.1883660000000007,0.08563326001415472,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Rb2Mg3MnI12,K,Rb,Mg,Mn,I,True,0.25,1.9295000000000002,-1.1888262500000004,0.06497099868831446,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
KRbMgMnI6,K,Rb,Mg,Mn,I,True,0.5,1.3902,-1.0946005000000003,0.06792643566963541,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Rb2MgMn3I12,K,Rb,Mg,Mn,I,True,0.75,1.2898999999999998,-1.0008342500000005,0.07014535448429049,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
K2Cs2Zn3CdF12,K,Cs,Zn,Cd,F,True,0.25,3.3816,-2.6813077499999998,0.05944088891616417,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.98,0.5,1.97,0.0,53.5
KCsZnCdF6,K,Cs,Zn,Cd,F,True,0.5,3.2347,-2.66333275,0.05623514725644396,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Cs2ZnCd3F12,K,Cs,Zn,Cd,F,True,0.75,3.2016,-2.649872,0.04389208097866204,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,10.0,12.0,1.65,1.35,0.0,0.0,692.68,10.0,12.0,1.69,1.55,0.0,0.0,594.22,0.0,7.0,3.98,0.5,1.97,0.0,53.5
Rb4Ca3FeCl12,Rb,,Ca,Fe,Cl,True,0.25,0.2929999999999999,-2.193112,0.023239694405370326,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb2CaFeCl6,Rb,,Ca,Fe,Cl,True,0.5,0.0121,-1.918788,0.05029338881073375,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Rb4CaFe3Cl12,Rb,,Ca,Fe,Cl,True,0.75,0.055500000000000105,-1.6538840000000001,0.06792708321610164,0.0,1.0,0.82,2.35,0.0,0.0,312.46,,,,,,,,0.0,2.0,1.0,1.8,0.0,0.0,1115.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,0.0,7.0,3.16,1.0,2.493,0.0,171.6
Cs4Mg3CrBr12,Cs,,Mg,Cr,Br,True,0.25,0.0,-1.6623442499999999,0.06205867142866772,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs2MgCrBr6,Cs,,Mg,Cr,Br,True,0.5,0.0,-1.5459267500000002,0.06411615765783552,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs4MgCr3Br12,Cs,,Mg,Cr,Br,True,0.75,0.0,-1.42939225,0.06629064388700545,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,0.0,2.0,1.31,1.5,0.0,0.0,923.0,5.0,6.0,1.66,1.4,0.0,0.0,2180.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K4Fe3CuCl12,K,,Fe,Cu,Cl,True,0.25,0.0,-1.3997765000000002,0.05969118337147261,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2FeCuCl6,K,,Fe,Cu,Cl,True,0.5,0.0,-1.3816097499999997,0.05290375537147485,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K4FeCu3Cl12,K,,Fe,Cu,Cl,True,0.75,0.0,-1.3537817499999996,0.01990436287147146,0.0,1.0,0.82,2.2,0.0,0.0,336.53,,,,,,,,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,11.0,1.9,1.35,0.0,0.0,1357.77,0.0,7.0,3.16,1.0,2.493,0.0,171.6
K2Cs2V3MnF12,K,Cs,V,Mn,F,True,0.25,0.5449999999999999,-2.804804,0.12420425720854933,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
KCsVMnF6,K,Cs,V,Mn,F,True,0.5,0.5973000000000002,-2.7951220000000006,0.0965761836058201,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Cs2VMn3F12,K,Cs,V,Mn,F,True,0.75,0.6711999999999998,-2.78435425,0.06173152553613459,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,0.0,7.0,3.98,0.5,1.97,0.0,53.5
K2Cs2V3PbBr12,K,Cs,V,Pb,Br,True,0.25,0.24190000000000023,-1.3480557500000003,0.07531858416378645,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
KCsVPbBr6,K,Cs,V,Pb,Br,True,0.5,0.24819999999999998,-1.3822522499999998,0.060363459092359406,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
K2Cs2VPb3Br12,K,Cs,V,Pb,Br,True,0.75,0.6263999999999998,-1.4287075000000002,0.03314958402093193,0.0,1.0,0.82,2.2,0.0,0.0,336.53,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,10.0,28.0,2.33,1.8,0.0,0.0,600.61,10.0,17.0,2.96,1.15,1.457,0.0,265.8
Cs4Mn3FeI12,Cs,,Mn,Fe,I,True,0.25,0.0484,-0.9160647500000003,0.06418665369262211,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs2MnFeI6,Cs,,Mn,Fe,I,True,0.5,0.1614,-0.87388175,0.06585177750296634,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Cs4MnFe3I12,Cs,,Mn,Fe,I,True,0.75,0.2138,-0.8189675000000001,0.07521130889664507,0.0,1.0,0.79,2.6,0.0,0.0,301.59,,,,,,,,5.0,7.0,1.55,1.4,0.0,0.000310120689655,1519.0,6.0,8.0,1.83,1.4,0.0,2.1106628,1811.0,10.0,17.0,2.66,1.4,1.062,0.0,386.85
Rb2Cs2V3CoBr12,Rb,Cs,V,Co,Br,True,0.25,0.0,-1.2579007500000003,0.14391123961617236,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
RbCsVCoBr6,Rb,Cs,V,Co,Br,True,0.5,0.0,-1.1742725,0.1590286846856177,0.0,1.0,0.82,2.35,0.0,0.0,312.46,0.0,1.0,0.79,2.6,0.0,0.0,301.59,3.0,5.0,1.63,1.35,0.0,0.0,2183.0,7.0,9.0,1.88,1.35,0.0,1.5484712,1768.0,10.0,17.0,2.96,1.15,1.457,0.0,265.8
