formula,alloy_id,A1,A2,B1,B2,X,is_alloy,x_frac,Eg,dHf,dHd,Efermi,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
RbCsMgCaCl6,RbCsMgCaCl6,Rb,Cs,Mg,Ca,Cl,True,0.5,4.7133,-2.3058405,0.013882901102403089,-0.2460365,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2MgCa3Cl12,RbCsMgCaCl6,Rb,Cs,Mg,Ca,Cl,True,0.75,5.1358,-2.3969795,0.005512825551201583,-0.52836202,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Mn3CoI12,Rb2MnCoI6,Rb,,Mn,Co,I,True,0.25,0.0,-0.8283742500000002,0.10506066635929256,2.30859196,,,,,,,2.0,0.1499,,,,,,,,,2.0,0.1499,,,,,,,,,2.0,0.9274,,,,,,,,,2.0,0.9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5471,1.0,0.5471,1.0,0.0628,1.0,0.0628,,,,,,,,,,,,,,,,,2.0,0.3024,2.0,0.3024,2.0,0.0088,2.0,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0007,1.0,0.0007,1.0,0.001,1.0,0.001,,,,,,,,,,,,,,,,
Rb2MnCoI6,Rb2MnCoI6,Rb,,Mn,Co,I,True,0.5,0.0,-0.7433905000000003,0.13818614350297098,2.39965718,,,,,,,2.0,0.1352,,,,,,,,,2.0,0.1352,,,,,,,,,2.0,0.9289,,,,,,,,,2.0,0.9289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5475,1.0,0.5475,1.0,0.0657,1.0,0.0657,,,,,,,,,,,,,,,,,2.0,0.3169,2.0,0.3169,2.0,0.0043,2.0,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0004,1.0,0.0004,1.0,0.0011,1.0,0.0011,,,,,,,,,,,,,,,,
Rb4MnCo3I12,Rb2MnCoI6,Rb,,Mn,Co,I,True,0.75,0.0,-0.6578022500000003,0.17058936139664782,2.42110658,,,,,,,2.0,0.3368,,,,,,,,,2.0,0.3368,,,,,,,,,2.0,0.9243,,,,,,,,,2.0,0.9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5616,1.0,0.5616,1.0,0.0724,1.0,0.0724,,,,,,,,,,,,,,,,,2.0,0.1012,2.0,0.1012,2.0,0.0023,2.0,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0003,1.0,0.0003,1.0,0.0009,1.0,0.0009,,,,,,,,,,,,,,,,
Cs4Ca3CoF12,Cs2CaCoF6,Cs,,Ca,Co,F,True,0.25,0.5567,-3.350101,0.012538760076219901,2.01584014,,,-1.0,0.0,,,2.0,0.7333,1.0,0.2667,,,-1.0,0.0,,,-1.0,0.0,-1.0,0.0,,,-1.0,0.0,,,2.0,1.0,-1.0,0.0,,,-1.0,0.0,,,2.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCoF6,Cs2CaCoF6,Cs,,Ca,Co,F,True,0.5,0.04420000000000002,-2.9990362499999996,0.0327257701524406,2.39995227,,,-1.0,0.0,,,2.0,1.0,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,-1.0,0.0,,,1.0,0.001,,,2.0,0.9202,1.0,0.0779,,,1.0,0.001,,,2.0,0.9202,1.0,0.0779,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.0009,2.0,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs4CaCo3F12,Cs2CaCoF6,Cs,,Ca,Co,F,True,0.75,0.3455999999999997,-2.6568464999999994,0.04403778022866156,2.15036997,,,-1.0,0.0,,,2.0,0.8,1.0,0.2,,,-1.0,0.0,,,-1.0,0.0,-1.0,0.0,,,-1.0,0.0,,,2.0,1.0,-1.0,0.0,,,-1.0,0.0,,,2.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na2K2Co3ZnF12,NaKCoZnF6,Na,K,Co,Zn,F,True,0.25,0.2041000000000004,-2.4392709999999993,0.03366782264716406,2.13198176,,,,,,,2.0,0.6667,1.0,0.3333,,,,,,,0.0,0.3333,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,0.0,0.6667,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
NaKCoZnF6,NaKCoZnF6,Na,K,Co,Zn,F,True,0.5,0.3346,-2.5278537500000002,0.03887208006382892,1.75843871,,,,,,,2.0,0.75,1.0,0.25,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Na2K2CoZn3F12,NaKCoZnF6,Na,K,Co,Zn,F,True,0.75,0.48529999999999984,-2.6164065,0.043592022063828395,1.39748978,,,,,,,2.0,0.7188,1.0,0.2188,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,2.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0625,0.0,1.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
Rb2Cs2Mg3CrCl12,RbCsMgCrCl6,Rb,Cs,Mg,Cr,Cl,True,0.25,0.0,-1.9761594999999996,0.047949097017307984,3.01758346,,,2.0,0.0,,,,,,,,,2.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,0.0,0.0196,0.0,0.0196,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1622,1.0,0.1622,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8182,2.0,0.8182,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsMgCrCl6,RbCsMgCrCl6,Rb,Cs,Mg,Cr,Cl,True,0.5,0.0,-1.85023325,0.05349673095480689,2.89886122,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,0.0,0.0154,0.0,0.0154,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1565,1.0,0.1565,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8281,2.0,0.8281,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2MgCr3Cl12,RbCsMgCrCl6,Rb,Cs,Mg,Cr,Cl,True,0.75,0.0,-1.7245184999999998,0.05730573132980599,2.79432985,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,0.0,0.0073,0.0,0.0073,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1599,1.0,0.1599,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8328,2.0,0.8328,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2Cd3PbCl12,RbCsCdPbCl6,Rb,Cs,Cd,Pb,Cl,True,0.25,2.1263,-1.6675892499999996,0.02757390053814035,-0.23591984,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7778,-1.0,0.0,1.0,0.7778,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2222,,,-1.0,0.0,,,0.0,0.2222,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCdPbCl6,RbCsCdPbCl6,Rb,Cs,Cd,Pb,Cl,True,0.5,2.2195,-1.6818037499999996,0.024752613038140137,-0.02032036,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2CdPb3Cl12,RbCsCdPbCl6,Rb,Cs,Cd,Pb,Cl,True,0.75,2.6595999999999997,-1.69671275,0.02112193162147058,-0.025284,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,0.75,,,,,,,-1.0,0.0,-1.0,0.0,,,,,,,-1.0,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,-1.0,0.0,1.0,0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5,,,1.0,0.25,,,0.0,0.5,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Co3CuBr12,Rb2CoCuBr6,Rb,,Co,Cu,Br,True,0.25,0.0,-1.0088770000000005,0.11150173019949916,1.11331356,,,,,,,2.0,0.387,,,,,,,,,2.0,0.387,,,,,,,,,2.0,1.0,,,,,,,,,-1.0,0.0,,,2.0,0.0926,2.0,0.0926,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5202,1.0,0.5202,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0002,1.0,0.0002,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2CoCuBr6,Rb2CoCuBr6,Rb,,Co,Cu,Br,True,0.5,0.0,-1.0363785,0.07759050582450211,1.05037577,,,,,,,2.0,0.2692,,,,,,,,,2.0,0.2692,,,,,,,,,2.0,0.4601,,,,,,,,,2.0,0.4601,,,2.0,0.2526,2.0,0.2526,2.0,0.2686,2.0,0.2686,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4778,1.0,0.4778,1.0,0.2702,1.0,0.2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0004,1.0,0.0004,1.0,0.0011,1.0,0.0011,,,,,,,,,,,,,,,,
Rb4CoCu3Br12,Rb2CoCuBr6,Rb,,Co,Cu,Br,True,0.75,0.03280000000000005,-1.076819,0.02448016683712595,0.61223455,,,,,,,2.0,0.0683,,,,,,,,,2.0,0.0683,,,,,,,,,2.0,1.0,,,,,,,,,2.0,1.0,,,2.0,0.5218,2.0,0.5218,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4093,1.0,0.4093,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0006,1.0,0.0006,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2Cr3MnCl12,RbCsCrMnCl6,Rb,Cs,Cr,Mn,Cl,True,0.25,0.0,-1.61658525,0.052645081382562076,2.80535818,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1606,1.0,0.1606,1.0,1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8283,2.0,0.8283,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.011,1.0,0.011,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
RbCsCrMnCl6,RbCsCrMnCl6,Rb,Cs,Cr,Mn,Cl,True,0.5,0.0,-1.629007,0.04953518106031041,2.93326993,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1629,1.0,0.1629,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8144,2.0,0.8144,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.0227,1.0,0.0227,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb2Cs2CrMn3Cl12,RbCsCrMnCl6,Rb,Cs,Cr,Mn,Cl,True,0.75,0.0,-1.6420772500000005,0.04384294347832185,3.06190551,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1691,1.0,0.1691,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7762,2.0,0.7762,2.0,0.0079,2.0,0.0079,,,,,,,,,2.0,0.0546,2.0,0.0546,2.0,0.9921,2.0,0.9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4Mg3CoCl12,Rb2MgCoCl6,Rb,,Mg,Co,Cl,True,0.25,0.4386000000000001,-1.90825,0.04101895774647035,1.14225521,,,,,,,2.0,0.6667,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.3333,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
Rb4MgCo3Cl12,Rb2MgCoCl6,Rb,,Mg,Co,Cl,True,0.75,0.3012999999999999,-1.4766460000000001,0.09461449932980459,1.4689649,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,-1.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,
