formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
K2Cs2Cr3PbI12,True,2.5254027,2.5254,2.5254,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.3817,3.7489,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2I6,KCsPb2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,1.0,0.2353,1.0,0.1865,1.0,0.1865,-1.0,0.0,-1.0,0.0,2.0,0.5765,2.0,0.5765,-1.0,0.0,2.0,0.3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3SnBr12,True,1.72365115,1.7211,1.7211,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.0895999999999999,3.002,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsSn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1504,1.0,0.1504,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6572,2.0,0.6572,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,0.0,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3SnCl12,True,2.47137104,2.4776,2.4776,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.3788999999999998,3.7722,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsSn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1127,1.0,0.1127,1.0,0.1667,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6753,2.0,0.6753,-1.0,0.0,2.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0614,1.0,0.0614,0.0,0.1667,1.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3SnI12,True,2.53749487,2.5373,2.5373,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.5418,3.8249,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2I6,KCsSn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1851,1.0,0.1851,1.0,0.4,-1.0,0.0,2.0,0.5988,2.0,0.5988,-1.0,0.0,2.0,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,0.0,0.0667,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3SrBr12,True,1.67431563,1.6738,1.6738,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.16969999999999996,3.3802,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Br6,KCsSr2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.159,1.0,0.159,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7049,2.0,0.7049,-1.0,0.0,2.0,0.6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3SrCl12,True,2.50580365,2.5034,2.5034,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.14369999999999994,4.064,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsSr2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1345,1.0,0.1345,1.0,0.6333,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7472,2.0,0.7472,-1.0,0.0,2.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2Cr3ZnCl12,True,2.53007626,2.5289,2.5289,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.06879999999999997,3.3221,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.25,KCsCr2Cl6,KCsZn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1432,1.0,0.1432,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7387,2.0,0.7387,-1.0,0.0,2.0,0.2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrBa3Br12,True,1.60322201,1.6082,1.6082,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.9125999999999999,2.9986,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Br6,KCsBa2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1613,1.0,0.1613,1.0,0.4,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.0,0.6713,2.0,0.6713,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrBa3Cl12,True,2.59775514,2.602,2.602,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.7330000000000001,3.5531,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Cl6,KCsBa2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1392,1.0,0.1392,1.0,0.5455,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.0,0.698,2.0,0.698,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrBa3I12,True,2.0102053,2.015,2.015,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.3447,3.6981,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2I6,KCsBa2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.0,0.1772,1.0,0.1772,1.0,0.3846,-1.0,0.0,2.0,0.6173,2.0,0.6173,-1.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCd3Br12,True,1.35408479,1.3491,1.3491,,,,,-1.0,0.0,-1.0,0.0,0.0,0.1355,0.0,0.1355,,,,,,,,,1.309,1.3625,,,,,-1.0,0.0,-1.0,0.0,0.0,0.1429,0.0,0.3243,,,,,,,,,,,,,,0.75,KCsCr2Br6,KCsCd2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2113,1.0,0.2113,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4223,2.0,0.4223,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCd3Cl12,True,2.00325701,2.0087,2.0087,,,,,-1.0,0.0,-1.0,0.0,0.0,0.1368,0.0,0.1368,,,,,,,,,2.0087,2.0087,,,,,-1.0,0.0,-1.0,0.0,0.0,0.3529,0.0,0.3529,,,,,,,,,,,,,,0.75,KCsCr2Cl6,KCsCd2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1749,1.0,0.1749,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4755,2.0,0.4755,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCd3I12,True,1.83803903,1.8115,2.1951,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,0.8988,2.2612,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2857,,,,,,,,,,,,,,0.75,KCsCr2I6,KCsCd2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.5152,-1.0,0.0,2.0,0.5714,2.0,0.6,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCo3Br12,True,1.55969243,1.558,1.558,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1169,2.0,0.1169,,,,,1.558,1.558,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8475,2.0,0.8475,,,,,,,,,,0.75,KCsCr2Br6,KCsCo2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2339,1.0,0.2339,1.0,0.0646,1.0,0.0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4988,2.0,0.4988,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCo3Cl12,True,2.20910607,2.2035,2.2035,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1331,2.0,0.1331,,,,,2.2035,2.2035,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8631,2.0,0.8631,,,,,,,,,,0.75,KCsCr2Cl6,KCsCo2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2191,1.0,0.2191,1.0,0.0563,1.0,0.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5227,2.0,0.5227,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrCo3I12,True,2.47042604,2.4717,2.4717,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.1604,2.0,0.1604,,,,,2.4717,2.4717,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8142,2.0,0.8142,,,,,,,,,,0.75,KCsCr2I6,KCsCo2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3246,1.0,0.3246,1.0,0.0697,1.0,0.0697,2.0,0.282,2.0,0.282,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrMn3Br12,True,2.2277339,2.2285,2.2285,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.20809999999999995,2.3104,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Br6,KCsMn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1837,1.0,0.1837,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6216,2.0,0.6216,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.0604,2.0,0.0604,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrMn3Cl12,True,3.05959374,3.0629,3.0629,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,3.0629,3.0629,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Cl6,KCsMn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1506,1.0,0.1506,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6811,2.0,0.6811,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.0501,2.0,0.0501,2.0,0.7944,2.0,0.7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrMn3I12,True,3.02822911,3.0238,3.0238,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.5887,3.2786,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2I6,KCsMn2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2119,1.0,0.2119,1.0,0.4722,-1.0,0.0,2.0,0.5357,2.0,0.5357,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrPb3Br12,True,1.65097383,1.6454,1.6454,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.28489999999999993,2.302,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Br6,KCsPb2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1613,1.0,0.1613,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0677,1.0,0.0677,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,2.0,0.5799,2.0,0.5799,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrPb3Cl12,True,2.43305986,2.4391,2.4391,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.2553000000000001,2.941,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Cl6,KCsPb2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1385,1.0,0.1385,1.0,0.4324,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0807,1.0,0.0807,,,,,0.0,0.1892,1.0,0.3846,,,,,,,,,2.0,0.5844,2.0,0.5844,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrPb3I12,True,2.04489851,2.0473,2.0473,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.2802,3.3473,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2I6,KCsPb2I6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,0.0,0.125,1.0,0.3125,1.0,0.1743,1.0,0.1743,1.0,0.375,-1.0,0.0,2.0,0.594,2.0,0.594,-1.0,0.0,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrSn3Br12,True,1.85843964,1.8586,1.8586,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.7263,2.4511,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Br6,KCsSn2Br6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1574,1.0,0.1574,1.0,0.3077,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5733,2.0,0.5733,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0869,1.0,0.0869,0.0,0.3077,1.0,0.3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
K2Cs2CrSn3Cl12,True,2.6766868,0.7882,3.1541,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.6809,2.6809,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.75,KCsCr2Cl6,KCsSn2Cl6,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.1378,1.0,0.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.597,2.0,0.597,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,1.0,0.4211,1.0,0.0875,1.0,0.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
