formula,A1,A2,B,X,Eg,direct,dHf,dHd
RbZnCl3,Rb,,Zn,Cl,3.2095,True,-1.6406044999999998,0.09058038643397515
KCsBa2Br6,K,Cs,Ba,Br,4.3624,True,-2.2087162500000006,0.04401636194950287
NaRbZn2F6,Na,Rb,Zn,F,3.6201,True,-2.688396,0.05149475687632776
NaKCd2F6,Na,K,Cd,F,3.2768,True,-2.6170335000000002,0.03732523206382643
RbPdCl3,Rb,,Pd,Cl,0.0,False,-1.3076279999999998,0.022620232038141896
KRbMg2I6,K,Rb,Mg,I,2.1645000000000003,False,-1.281003,0.061549552290326215
KRbSr2F6,K,Rb,Sr,F,6.1836,False,-3.62319575,0.05455580097866086
KCsCr2I6,K,Cs,Cr,I,0.006400000000000183,False,-0.8336145000000001,0.11675668262365813
KCsCd2I6,K,Cs,Cd,I,1.44,False,-1.0024646750000001,0.09242355908198885
KAgMg2F6,K,Ag,Mg,F,2.8563,False,-3.1002324999999997,0.03337001465599876
KRbCu2I6,K,Rb,Cu,I,0.08609999999999984,False,-0.7243627,0.08321151529032367
NaCsCr2Cl6,Na,Cs,Cr,Cl,0.0,False,-1.5207230000000003,0.0962156576233042
NaCsCd2Cl6,Na,Cs,Cd,Cl,2.206,True,-1.5930695000000004,0.06942832545663435
KRbV2Br6,K,Rb,V,Br,0.32159999999999966,False,-1.3193274999999993,0.07080775328283728
NaCsMg2Cl6,Na,Cs,Mg,Cl,4.0705,False,-2.0628895,0.058476617331639336
NaCsMn2Cl6,Na,Cs,Mn,Cl,1.4367999999999999,False,-1.6094380000000001,0.054111299033440474
KRbPb2F6,K,Rb,Pb,F,3.6051,False,-2.7157797500000003,0.03301352897866572
RbTiF3,Rb,,Ti,F,0.0,False,-2.8177505000000003,0.3014788143168303
RbCsSr2I6,Rb,Cs,Sr,I,3.8009,True,-1.74274125,0.013517574061829851
RbVI3,Rb,,V,I,0.3254999999999999,True,-0.8769100000000002,0.10757683445699229
CsPtCl3,Cs,,Pt,Cl,0.0,False,-1.1641357499999998,0.18836111837147573
RbCdI3,Rb,,Cd,I,1.2443,False,-0.9950371750000002,0.0908459987069885
RbPdF3,Rb,,Pd,F,0.05800000000000005,False,-2.0616502500000005,0.042244636478662834
KPbF3,K,,Pb,F,3.6653000000000002,False,-2.717616249999999,0.04238332447866622
CsZnBr3,Cs,,Zn,Br,2.7412,True,-1.4148487500000002,0.08846727869949689
KCsPd2Cl6,K,Cs,Pd,Cl,0.0,False,-1.3040794999999998,0.03136089553814214
KCdI3,K,,Cd,I,1.23,False,-0.97841755,0.09051548595699144
KRbFe2F6,K,,Rb,F,0.0,False,-2.3846605,0.18024212072866508
KCsZn2F6,K,Cs,Zn,F,3.5587,False,-2.697321999999999,0.060541763041165986
KCsSn2F6,K,Cs,Sn,F,3.3787,False,-2.7119832499999985,0.00938337500000408
RbZnBr3,Rb,,Zn,Br,2.6060999999999996,True,-1.3753645000000003,0.10016307494950238
RbCsV2I6,Rb,Cs,V,I,0.14979999999999993,True,-0.8718684999999994,0.12293621345699268
KSnBr3,K,,Sn,Br,1.3703000000000003,True,-1.374671,0.017140977319745065
RbCsZn2F6,Rb,Cs,Zn,F,3.5592,False,-2.68969425,0.05478905585366256
NaRbMg2F6,Na,Rb,Mg,F,6.4061,True,-3.452377,0.028812956397159972
NaRbCa2F6,Na,Rb,Ca,F,6.1899,False,-3.64758025,0.05373286382449738
NaCsMg2Br6,Na,Cs,Mg,Br,2.7666999999999997,False,-1.7152127499999998,0.07914083649299952
NaCsCa2Br6,Na,Cs,Ca,Br,4.2027,True,-2.0991795000000004,0.03557615230991429
KCsV2I6,K,Cs,V,I,0.2474000000000003,False,-0.8742682499999994,0.11719055695699243
KRbBa2Cl6,K,Rb,Ba,Cl,5.1782,False,-2.4913040000000004,0.04631790687147275
KCrF3,K,,Cr,F,0.3498000000000001,True,-2.7090002500000003,0.10413669881199716
AgMgF3,Ag,,Mg,F,2.1214,True,-2.7117285000000004,0.047180697811994854
AgCoF3,Ag,,Co,F,0.1251000000000002,False,-1.5463475000000002,0.09784694422866913
RbTiBr3,Rb,,Ti,Br,0.0,False,-1.4225637500000006,0.17437075220675702
KRbTi2Cl6,K,Rb,Ti,Cl,0.0,False,-1.7950305,0.12043074312872637
RbVBr3,Rb,,V,Br,0.1881999999999997,True,-1.3187942499999998,0.07320860011617203
RbCaI3,Rb,,Ca,I,4.0437,True,-1.6777430000000002,0.019292061456991583
RbAgMg2F6,Rb,Ag,Mg,F,2.9002,False,-3.0785092500000006,0.0471983468953292
RbAgCa2F6,Rb,Ag,Ca,F,3.0072,True,-3.27987425,0.07182871190244988
KPdBr3,K,,Pd,Br,0.0,False,-1.0782467500000004,0.04491799169949662
KPtBr3,K,,Pt,Br,,,,
CsPdCl3,Cs,,Pd,Cl,0.0,False,-1.3212499999999998,0.025484542038140656
KCsCa2I6,K,Cs,Ca,I,4.0443999999999996,True,-1.6813852500000004,0.02262178395699177
NaRbMn2I6,Na,Rb,Mn,I,1.3699,False,-0.83988625,0.1059579608007768
NaRbCo2I6,Na,Rb,Co,I,0.0,False,-0.5272764999999999,0.20848110087548832
KCsBa2I6,K,Cs,Ba,I,3.7956000000000003,True,-1.76558,0.033432731956993145
CsTiI3,Cs,,Ti,I,0.0,False,-0.9669744999999998,0.1975734982142443
NaRbMg2Cl6,Na,Rb,Mg,Cl,4.3894,False,-2.065501,0.04499270645663911
KRbBa2Br6,K,Rb,Ba,Br,4.3377,True,-2.19798175,0.043772130949501165
RbCsBa2F6,Rb,Cs,Ba,F,5.6504,True,-3.55376975,0.06494366247866257
KSrBr3,K,,Sr,Br,4.4348,True,-2.1733722500000003,0.015099073449500011
KVBr3,K,,V,Br,0.41900000000000004,False,-1.3207985,0.06746915644950313
NaCsCa2Cl6,Na,Cs,Ca,Cl,5.0978,False,-2.42245725,0.03637976977089963
NaKMn2Cl6,Na,K,Mn,Cl,1.4835000000000003,False,-1.6083112500000005,0.037440871340262305
RbCsV2Br6,Rb,Cs,V,Br,0.09089999999999998,False,-1.3242462499999994,0.07312974578283704
RbCsZn2Br6,Rb,Cs,Zn,Br,2.5119,True,-1.386591,0.1028308018245001
KRbFe2Cl6,K,Rb,Rb,Cl,0.0,False,-1.405867,0.06346464287147313
KCaBr3,K,,Ca,Br,4.5976,True,-2.132768,0.008586341449502655
RbCsCr2F6,Rb,Cs,Cr,F,0.0928,False,-2.7012152499999997,0.10423652355273472
NaKNi2Cl6,Na,K,Ni,Cl,0.0,False,-1.22718675,0.11831933595663946
KCsTi2Cl6,K,Cs,Ti,Cl,0.0,False,-1.7920247500000002,0.1311348250858524
KCsPd2Br6,K,Cs,Pd,Br,0.0,False,-1.0997272500000002,0.03890593569949985
RbPdI3,Rb,,Pd,I,0.0,False,-0.8127667499999998,0.04432632370698952
KRbCr2F6,K,Rb,Cr,F,0.24149999999999983,False,-2.706532,0.10508009356199555
CsVF3,Cs,,V,F,0.5191999999999997,True,-2.7894994999999994,0.11161740931200903
NaKCa2Br6,Na,K,Ca,Br,4.375,True,-2.0860790000000002,0.02921569803466717
NaKCo2Br6,Na,K,Co,Br,0.0,False,-0.9317315,0.13197448136799972
RbCsPd2Cl6,Rb,Cs,Pd,Cl,0.0,False,-1.3139035000000003,0.024587887038141965
RbCrI3,Rb,,Cr,I,0.06119999999999992,False,-0.8303955000000005,0.10666494879032351
RbBaI3,Rb,,Ba,I,3.7125999999999997,True,-1.7531052499999997,0.03893550945699342
NaRbMn2F6,Na,Rb,Mn,F,1.3537000000000003,False,-2.7450919999999996,0.03187323070380721
CsZnCl3,Cs,,Zn,Cl,2.6576,True,-1.6635090000000001,0.09432509593397276
NaAgCo2F6,Na,Ag,Co,F,0.02629999999999999,False,-1.9628667500000005,0.06006747735549567
NaAgCu2F6,Na,Ag,Cu,F,0.0,False,-1.8636960000000002,0.04087237348932993
KCsMg2I6,K,Cs,Mg,I,2.3855,False,-1.2840427499999998,0.06882768129032613
KTiCl3,K,,Ti,Cl,0.0,False,-1.79495375,0.12251489262872717
KCsCu2I6,K,Cs,Cu,I,0.20710000000000006,False,-0.7487897000000003,0.07523897362365695
NaMgF3,Na,,Mg,F,7.0552,True,-3.4832569999999996,0.00024569748232750044
NaZnF3,Na,,Zn,F,3.8146000000000004,True,-2.7136539999999996,0.021281840148993147
KRbCa2I6,K,Rb,Ca,I,4.033,True,-1.6674079999999996,0.026281154956992125
KBaCl3,K,,Ba,Cl,5.0872,False,-2.4829642499999998,0.05666505637147301
RbCsCd2I6,Rb,Cs,Cd,I,1.5836000000000001,True,-1.01942355,0.08631474920699134
NaKMn2Br6,Na,K,Mn,Br,1.2942,False,-1.3003622500000005,0.06008329629328735
KAgCa2F6,K,Ag,Ca,F,3.0324999999999998,False,-3.28898625,0.06516035239533213
KRbCr2I6,K,Rb,Cr,I,0.0,False,-0.8239815000000004,0.10973304229032399
RbPtCl3,Rb,,Pt,Cl,0.0,False,-1.1435947499999997,0.1824527373714755
RbCsCr2I6,Rb,Cs,Cr,I,0.0,False,-0.83786825,0.11584883912365829
NaKMg2F6,Na,K,Mg,F,6.7171,True,-3.477606750000001,0.016625598741160985
NaCsCo2Br6,Na,Cs,Co,Br,0.056800000000000184,False,-0.9293689999999998,0.15539213431244336
NaCsSn2Br6,Na,Cs,Sn,Br,1.4129,True,-1.3424234999999995,0.04846692790490836
NaCsCo2I6,Na,,Co,F,0.0,False,-0.5282139999999999,0.2206805840421544
NaCsSn2I6,Na,Cs,Sn,I,1.2904999999999998,True,-0.96371125,0.05348196691239604
NaCoBr3,Na,,Co,Br,0.0,False,-0.9156972500000002,0.12194908795316328
NaCuBr3,Na,,Cu,Br,0.005099999999999993,False,-0.9934142500000004,0.032471022619829704
KRbPb2I6,K,Rb,Pb,I,1.9661000000000002,True,-1.06808475,0.03730604445699193
NaKV2F6,Na,K,V,F,0.6233000000000004,True,-2.8135950000000003,0.1037710853554934
NaMnF3,Na,,Mn,F,1.3276,True,-2.7513265,0.01837421140761375
KCsPb2I6,K,Cs,Pb,I,1.9476,True,-1.08327075,0.03834755901948883
NaKNi2Br6,Na,K,Ni,Br,0.0,False,-0.97018275,0.12803045603466812
KZnCl3,K,,Zn,Cl,3.3732,False,-1.6257290000000002,0.0945740359339724
KMnI3,K,,Mn,I,1.0448,True,-0.8996760000000001,0.07361833921561223
KZnBr3,K,,Zn,Br,2.518,False,-1.350654,0.10997995244950154
KAgCd2F6,K,Ag,Cd,F,1.5913,True,-2.241205,0.05817446839532758
KRbTi2Br6,K,Rb,Ti,Br,0.0,False,-1.4637925000000003,0.13312292670675685
NaCsPb2Br6,Na,Cs,Pb,Br,2.5138000000000003,True,-1.41200475,0.04303406553467015
RbCsTi2Cl6,Rb,Cs,Ti,Cl,0.0,False,-1.7314554999999998,0.1896966755858518
NaRbCa2Cl6,Na,Rb,Ca,Cl,5.182499999999999,True,-2.4180315,0.01970051977090037
KCsSr2I6,K,Cs,Sr,I,3.962,True,-1.73578725,0.01712566756182987
CsZnI3,Cs,,Zn,I,1.8962999999999997,True,-1.0202306,0.10327619045698588
RbCsV2F6,Rb,Cs,V,F,0.43610000000000015,True,-2.8081155000000004,0.09713214589532893
KCsPb2F6,K,Cs,Pb,F,3.5541,False,-2.71872475,0.026866787239331558
RbAgCo2Cl6,Rb,Ag,Co,Cl,0.12170000000000014,False,-0.8991394999999998,0.16254310112147152
RbAgCu2Cl6,Rb,Ag,Cu,Cl,0.0,False,-0.96393375,0.040612552454804884
NaKFe2F6,Na,,K,F,,,,
NaRbNi2Cl6,Na,Rb,Ni,Cl,0.0,False,-1.2168354999999997,0.12666318645663965
NaRbCr2Br6,Na,Rb,Cr,Br,0.0,False,-1.2199555000000004,0.07469575686800045
NaRbMn2Br6,Na,Rb,Mn,Br,1.2467,False,-1.2986972500000007,0.061767371793287396
KRbSn2F6,K,Rb,Sn,F,3.5517,False,-2.7117547500000008,-0.00043050000000022237
RbCrF3,Rb,,Cr,F,0.22630000000000017,False,-2.7018905,0.09865452131199337
RbAgZn2F6,Rb,Ag,Zn,F,2.1107,False,-2.3123467500000006,0.06963909477032626
NaRbPb2Cl6,Na,Rb,Pb,Cl,2.9983,False,-1.6517642499999998,0.03969034945664118
RbAgNi2F6,Rb,Ag,Ni,F,0.3359000000000003,True,-1.92060975,0.08518347897866185
NaKCa2F6,Na,K,Ca,F,6.477399999999999,False,-3.6593599999999995,0.049765866063831155
KRbPd2I6,K,Rb,Pd,I,0.0,False,-0.75100625,0.10044017333199085
KSrF3,K,,Sr,F,6.2387999999999995,True,-3.62532025,0.06363759647866019
RbCsPd2Br6,Rb,Cs,Pd,Br,0.0,False,-1.1157267500000003,0.027738758199501223
NaRbFe2I6,Na,,Rb,F,0.0,False,-0.6611619999999998,0.11995718754215678
NaAgZn2F6,Na,Ag,Zn,F,1.9179,False,-2.323494,0.05502532481382616
NaKV2Cl6,Na,K,V,Cl,0.5486,False,-1.6214925,0.03681063095663717
NaKFe2Br6,Na,,K,F,0.008000000000000007,True,-1.0609332500000002,0.11233065953466781
KCsTi2I6,K,Cs,Ti,I,0.01639999999999997,False,-0.9885982500000005,0.16228596271424456
RbAgCo2F6,Rb,Ag,Co,F,0.16240000000000032,True,-1.9527657499999989,0.07776776782865813
NaKTi2F6,Na,K,Ti,F,,,,
KPdCl3,K,,Pd,Cl,0.0,False,-1.2866752499999996,0.037470999038140995
RbCsTi2I6,Rb,Cs,Ti,I,0.05009999999999959,False,-0.9573089999999997,0.19692111921424527
NaRbSn2Br6,Na,Rb,Sn,Br,1.4965,True,-1.3330870000000004,0.04205558590490721
RbCsPd2I6,Rb,Cs,Pd,I,0.0,False,-0.8251210000000008,0.04601942020698857
NaCoCl3,Na,,Co,Cl,0.0,False,-1.21658725,0.09252996154180648
NaNiCl3,Na,,Ni,Cl,0.0,False,-1.2014492500000002,0.12579030954180537
NaCsV2Cl6,Na,Cs,V,Cl,0.22699999999999987,False,-1.5972254999999997,0.09018589345663752
NaRbNi2I6,Na,Rb,Ni,I,,,,
NaTiF3,Na,,Ti,F,0.0,False,-2.88771275,0.24061829065383122
NaCsCu2Br6,Na,Cs,Cu,Br,0.016999999999999987,True,-1.0433512499999995,0.025195353801501064
CsPdBr3,Cs,,Pd,Br,0.0,False,-1.1024055000000001,0.051696129699500215
NaRbCd2F6,Na,Rb,Cd,F,3.1906,True,-2.6080385,0.05344357956382506
KRbBa2F6,K,Rb,Ba,F,5.7269000000000005,False,-3.5527425,0.08204821497866366
AgCsCu2F6,Ag,Cs,Cu,F,0.0,False,-1.8447445000000002,0.054207225828658334
NaKMg2Br6,Na,K,Mg,Br,3.1481999999999997,False,-1.7090290000000004,0.06697488120133466
RbPdBr3,Rb,,Pd,Br,0.0,False,-1.10562475,0.027204636699499574
NaRbNi2Br6,Na,Rb,Ni,Br,0.0,False,-0.9658882500000004,0.132344031534668
NaKMn2I6,Na,K,Mn,I,0.7559999999999998,False,-0.836956,0.1028887858007761
NaKCo2I6,Na,K,Co,I,0.0,False,-0.5298797499999999,0.2025319443754885
KPdF3,K,,Pd,F,0.8738,True,-2.1161992499999998,-0.021586937521336225
NaCsCo2F6,Na,Cs,Co,F,0.1261000000000001,False,-2.2679485,0.10039653262632875
NaCsCd2F6,Na,Cs,Cd,F,3.012,False,-2.59599875,0.06775103106382607
NaKCu2Br6,Na,K,Cu,Br,0.21669999999999995,False,-1.03705025,0.01489466603466516
NaKSn2Br6,Na,K,Sn,Br,1.7549,False,-1.3317792500000003,0.0339730839049075
NaAgMg2F6,Na,Ag,Mg,F,2.8669000000000002,False,-3.09391125,0.03317493214716194
NaAgNi2F6,Na,Ag,Ni,F,0.7996000000000003,True,-1.9449502500000002,0.04329677431383061
KCsV2F6,K,Cs,V,F,0.35999999999999943,False,-2.8123257500000003,0.10720057281200024
KAgCu2F6,K,Ag,Cu,F,0.0,False,-1.8834075000000001,0.03907312348933001
RbCsTi2F6,Rb,Cs,Ti,F,,,,
KCsBa2F6,K,Cs,Ba,F,5.6909,False,-3.5517332500000007,0.07818645797866264
NaCsMn2I6,Na,Cs,Mn,I,0.9187000000000003,False,-0.8756575000000002,0.08792475613410788
KVF3,K,,V,F,0.5495000000000005,True,-2.83705,0.0817344790203327
NaCsCu2F6,Na,Cs,Cu,F,0.0,False,-2.240477,0.024724250000000225
LiKCo2Cl6,Li,K,Co,Cl,0.0,False,-1.1836422499999997,0.13756669137147437
LiKCu2Cl6,Li,K,Cu,Cl,0.0,False,-1.2330047499999999,0.03832015187147331
NaKNi2I6,Na,K,Ni,I,,,,
NaCsCd2Br6,Na,Cs,Cd,Br,1.6394,False,-1.3358075000000007,0.0914900362846649
NaCsCr2Br6,Na,Cs,Cr,Br,0.0,False,-1.2229087499999998,0.10203895903466886
NaCsMn2Br6,Na,Cs,Mn,Br,1.2812000000000001,False,-1.3066570000000006,0.08166884416828424
NaCsSr2Br6,Na,Cs,Sr,Br,4.2078999999999995,True,-2.14424975,0.030484893309913108
KCuI3,K,,Cu,I,0.0737000000000001,False,-0.7112735749999999,0.08557697812365772
NaCuCl3,Na,,Cu,Cl,0.0,False,-1.2429567499999998,0.010578923541805452
KRbPd2Br6,K,Rb,Pd,Br,0.0,False,-1.0920855,0.035911564199500035
KRbPt2Br6,K,Rb,Pt,Br,,,,
RbCsPt2Br6,Rb,Cs,Pt,Br,,,,
NaCdF3,Na,,Cd,F,3.3086,False,-2.6136877499999995,0.05278759364899299
KCsFe2F6,K,,Cs,F,0.03249999999999975,False,-2.4180210000000004,0.152360517728666
NaKCd2Br6,Na,K,Cd,Br,1.7680000000000002,False,-1.3238855,0.08187003303466556
NaCsNi2I6,Na,Cs,Ni,I,,,,
KTiF3,K,,Ti,F,0.0,False,-3.00086625,0.14949413015016688
KRbSr2I6,K,Rb,Sr,I,3.9278999999999997,True,-1.72007725,0.019822991623660524
NaRbV2Cl6,Na,Rb,V,Cl,0.4632999999999998,False,-1.61048125,0.05046449445663903
KPdI3,K,,Pd,I,0.16480000000000006,True,-0.775807,0.06999277295699136
RbAgCd2F6,Rb,Ag,Cd,F,1.5432000000000001,False,-2.22785525,0.07903797772866072
KAgNi2F6,K,Ag,Ni,F,0.5279,True,-1.9417454999999997,0.06727331750644083
KSnF3,K,,Sn,F,3.6111,False,-2.7120307500000003,-0.020751833836215816
NaRbCd2Cl6,Na,Rb,Cd,Cl,2.3059000000000003,True,-1.58835975,0.0605786021233059
CsPtBr3,Cs,,Pt,Br,,,,
KRbTi2F6,K,Rb,Ti,F,0.0,False,-2.9527970000000003,0.19458016556683333
RbSrI3,Rb,,Sr,I,3.9758999999999998,True,-1.7335239999999998,0.0097221481236609
KCsPd2I6,K,Cs,Pd,I,0.03729999999999967,False,-0.7939027500000002,0.07159101983198823
KCsPt2Cl6,K,Cs,Pt,Cl,0.0,False,-1.1264187499999998,0.20270774487147447
NaCsNi2Br6,Na,Cs,Ni,Br,0.0,False,-0.9626055000000001,0.14284844853466794
KRbCd2I6,K,Rb,Cd,I,1.5185,False,-0.9914538999999998,0.08595420483199057
NaKCd2Cl6,Na,K,Cd,Cl,2.6033,True,-1.59323175,0.054078480581636335
NaRbFe2Br6,Na,,Rb,F,0.0,False,-1.07375325,0.09952973503466733
NaKPb2Br6,Na,K,Pb,Br,2.7558000000000002,False,-1.40050575,0.03593827603466515
NaCsCu2I6,Na,Cs,Cu,I,0.0,False,-0.6720812500000001,0.11849787020882108
NaCsMn2F6,Na,Cs,Mn,F,1.6081999999999996,True,-2.7263635,0.042207345322449186
LiRbCo2Cl6,Li,Rb,Co,Cl,0.1279999999999999,False,-1.1716085,0.16557425187147157
LiRbCu2Cl6,Li,Rb,Cu,Cl,0.01100000000000001,False,-1.2194600000000002,0.0605864532048046
KTiBr3,K,,Ti,Br,0.0,False,-1.4609920000000003,0.13590435120675703
NaKCr2Br6,Na,K,Cr,Br,0.0,False,-1.2194735,0.0751586813680003
RbPtBr3,Rb,,Pt,Br,,,,
NaCsNi2F6,Na,Cs,Ni,F,0.057700000000000085,False,-2.2538605000000005,0.0999090010638275
KCsZn2Br6,K,Cs,Zn,Br,2.7417,True,-1.38685425,0.0951207405744996
KRbZn2Br6,K,Rb,Zn,Br,2.7857,False,-1.3682077500000005,0.09987301369950163
NaMnBr3,Na,,Mn,Br,1.3605,True,-1.2749805000000003,0.05940540287845142
KMgI3,K,,Mg,I,2.3631,True,-1.2753492499999999,0.0638573957903259
NaCsNi2Cl6,Na,Cs,Ni,Cl,0.0,False,-1.22554375,0.1258132674566399
NaCsFe2Br6,Na,,Cs,F,0.011699999999999988,False,-1.0968164999999999,0.0836881520346675
NaRbSn2I6,Na,Rb,Sn,I,1.1325999999999998,True,-0.9380059999999997,0.06886933791239702
KRbPt2Cl6,K,Rb,Pt,Cl,,,,
NaRbMg2Br6,Na,Rb,Mg,Br,3.1895,False,-1.7171607500000001,0.058862206701334685
NaRbCa2Br6,Na,Rb,Ca,Br,4.3388,False,-2.0885815,0.02673227353466734
KPbI3,K,,Pb,I,2.0038,True,-1.0582930000000002,0.04375188795699092
NaKCa2Cl6,Na,K,Ca,Cl,5.3129,False,-2.417943,0.012165565956637092
NaCsPb2Cl6,Na,Cs,Pb,Cl,3.0359,False,-1.66267275,0.04363110645664037
KRbBa2I6,K,Rb,Ba,I,3.9145,True,-1.7572092500000003,0.03148560295699321
RbAgCu2F6,Rb,Ag,Cu,F,0.04390000000000005,True,-1.8671090000000004,0.046536748489329316
KRbPd2Cl6,K,Rb,Pd,Cl,0.0,False,-1.2972342499999996,0.029962990538142886
KAgCo2Cl6,K,Ag,Co,Cl,0.04159999999999986,False,-0.9124632499999997,0.13324554062147476
KAgCu2Cl6,K,Ag,Cu,Cl,0.0,False,-0.9658417499999998,0.02998300112147323
NaRbPb2Br6,Na,Rb,Pb,Br,2.5032,False,-1.40172175,0.03892464653466332
NaCsFe2I6,Na,,Cs,F,,,,
