alloy_id,A1,A2,B1,B2,X,x,formula,formula_0,formula_100,Eg,direct,dHf,dHd
KRbNiCuCl6,K,Rb,Ni,Cu,Cl,75,K2Rb2NiCu3Cl12,KRbNi2Cl6,KRbCu2Cl6,0.0,False,-1.3156927499999995,0.02458645007680449
Cs2MgMnCl6,Cs,,Mg,Mn,Cl,25,Cs4Mg3MnCl12,CsMgCl3,CsMnCl3,2.6445999999999996,False,-2.0282694999999995,0.014721458123630793
Cs2MgMnCl6,Cs,,Mg,Mn,Cl,50,Cs2MgMnCl6,CsMgCl3,CsMnCl3,1.7382000000000002,False,-1.9134474999999995,0.01557593584927286
Cs2MgMnCl6,Cs,,Mg,Mn,Cl,75,Cs4MgMn3Cl12,CsMgCl3,CsMnCl3,1.5716999999999999,False,-1.7991740000000007,0.015082485353322461
Rb2CaSrF6,Rb,,Ca,Sr,F,25,Rb4Ca3SrF12,RbCaF3,RbSrF3,6.2544,True,-3.6620857500000015,0.015588376369665369
Rb2CaSrF6,Rb,,Ca,Sr,F,50,Rb2CaSrF6,RbCaF3,RbSrF3,6.0795,False,-3.645289249999999,0.02867525273933147
Rb2CaSrF6,Rb,,Ca,Sr,F,75,Rb4CaSr3F12,RbCaF3,RbSrF3,5.9905,False,-3.6309712499999995,0.03928362910899441
K2VMnCl6,K,,V,Mn,Cl,25,K4V3MnCl12,KVCl3,KMnCl3,0.4900000000000002,True,-1.6492617500000002,0.026181216961127518
K2VMnCl6,K,,V,Mn,Cl,50,K2VMnCl6,KVCl3,KMnCl3,0.3993000000000002,True,-1.648886999999999,0.023355232450784413
K2VMnCl6,K,,V,Mn,Cl,75,K4VMn3Cl12,KVCl3,KMnCl3,0.48260000000000014,True,-1.6487782500000001,0.019580184540440193
Cs2CoBaBr6,Cs,,Co,Ba,Br,25,Cs4Co3BaBr12,CsCoBr3,CsBaBr3,0.24060000000000004,False,-1.2994975000000004,0.12037072583838881
Cs2CoBaBr6,Cs,,Co,Ba,Br,50,Cs2CoBaBr6,CsCoBr3,CsBaBr3,0.16999999999999998,False,-1.6054482499999998,0.10241227100505546
Cs2CoBaBr6,Cs,,Co,Ba,Br,75,Cs4CoBa3Br12,CsCoBr3,CsBaBr3,0.4805,False,-1.9068537499999998,0.08397039294950925
Cs2MnPbBr6,Cs,,Mn,Pb,Br,25,Cs4Mn3PbBr12,CsMnBr3,CsPbBr3,1.5024000000000002,False,-1.41438725,0.04687815539346474
Cs2MnPbBr6,Cs,,Mn,Pb,Br,50,Cs2MnPbBr6,CsMnBr3,CsPbBr3,1.6991,False,-1.4365522500000005,0.04371277532880846
Cs2MnPbBr6,Cs,,Mn,Pb,Br,75,Cs4MnPb3Br12,CsMnBr3,CsPbBr3,2.0009,False,-1.4628430000000001,0.026453765210586955
Cs2SrCdCl6,Cs,,Sr,Cd,Cl,25,Cs4Sr3CdCl12,CsSrCl3,CsCdCl3,4.0281,False,-2.3079739999999997,0.010307648185731821
Cs2SrCdCl6,Cs,,Sr,Cd,Cl,50,Cs2SrCdCl6,CsSrCl3,CsCdCl3,3.0045,True,-2.09359225,0.022048796371469948
Cs2SrCdCl6,Cs,,Sr,Cd,Cl,75,Cs4SrCd3Cl12,CsSrCl3,CsCdCl3,2.5267,False,-1.88172875,0.02475647887147181
RbCsMnPbF6,Rb,Cs,Mn,Pb,F,25,Rb2Cs2Mn3PbF12,RbCsMn2F6,RbCsPb2F6,2.0900000000000003,False,-2.7550767500000006,0.024487378428986517
RbCsMnPbF6,Rb,Cs,Mn,Pb,F,50,RbCsMnPbF6,RbCsMn2F6,RbCsPb2F6,2.1174,False,-2.73660925,0.03432335985797774
RbCsMnPbF6,Rb,Cs,Mn,Pb,F,75,Rb2Cs2MnPb3F12,RbCsMn2F6,RbCsPb2F6,2.4173999999999998,False,-2.7274037499999992,0.028838995168320558
KRbMnCdCl6,K,Rb,Mn,Cd,Cl,25,K2Rb2Mn3CdCl12,KRbMn2Cl6,KRbCd2Cl6,1.2856,False,-1.6469762499999994,0.028469256982107005
KRbMnCdCl6,K,Rb,Mn,Cd,Cl,50,KRbMnCdCl6,KRbMn2Cl6,KRbCd2Cl6,0.9806,True,-1.6422395,0.033444160834116055
KRbMnCdCl6,K,Rb,Mn,Cd,Cl,75,K2Rb2MnCd3Cl12,KRbMn2Cl6,KRbCd2Cl6,1.1827999999999999,False,-1.63753025,0.03839156468612659
Rb2MgVCl6,Rb,,Mg,V,Cl,25,Rb4Mg3VCl12,RbMgCl3,RbVCl3,0.9682,True,-2.0062524999999996,0.016018626246472323
Rb2MgVCl6,Rb,,Mg,V,Cl,50,Rb2MgVCl6,RbMgCl3,RbVCl3,0.3769999999999998,False,-1.8865077500000003,0.024419700288140334
Rb2MgVCl6,Rb,,Mg,V,Cl,75,Rb4MgV3Cl12,RbMgCl3,RbVCl3,0.3010999999999999,False,-1.7674989999999995,0.0255603013298078
NaRbCoCuCl6,Na,Rb,Co,Cu,Cl,25,Na2Rb2Co3CuCl12,NaRbCo2Cl6,NaRbCu2Cl6,0.0,False,-1.2248165,0.1166515564566386
NaRbCoCuCl6,Na,Rb,Co,Cu,Cl,50,NaRbCoCuCl6,NaRbCo2Cl6,NaRbCu2Cl6,0.0,False,-1.2412032500000003,0.09084847845663946
NaRbCoCuCl6,Na,Rb,Co,Cu,Cl,75,Na2Rb2CoCu3Cl12,NaRbCo2Cl6,NaRbCu2Cl6,0.0,False,-1.2470837499999994,0.06503877678997316
Rb2CrMnBr6,Rb,,Cr,Mn,Br,25,Rb4Cr3MnBr12,RbCrBr3,RbMnBr3,0.0,False,-1.3007240000000002,0.03645931701415783
Rb2CrMnBr6,Rb,,Cr,Mn,Br,50,Rb2CrMnBr6,RbCrBr3,RbMnBr3,0.0,False,-1.3117567500000007,0.04187990824547949
Rb2CrMnBr6,Rb,,Cr,Mn,Br,75,Rb4CrMn3Br12,RbCrBr3,RbMnBr3,,,,
RbCsCoCuI6,Rb,Cs,Co,Cu,I,25,Rb2Cs2Co3CuI12,RbCsCo2I6,RbCsCu2I6,0.0,False,-0.6430912500000001,0.15525341106810098
RbCsCoCuI6,Rb,Cs,Co,Cu,I,50,RbCsCoCuI6,RbCsCo2I6,RbCsCu2I6,0.0,False,-0.6851177500000002,0.12508210509032391
RbCsCoCuI6,Rb,Cs,Co,Cu,I,75,Rb2Cs2CoCu3I12,RbCsCo2I6,RbCsCu2I6,0.0,False,-0.7322495000000003,0.08660785675699101
RbCsNiSnI6,Rb,Cs,Ni,Sn,I,25,Rb2Cs2Ni3SnI12,RbCsNi2I6,RbCsSn2I6,,,,
RbCsNiSnI6,Rb,Cs,Ni,Sn,I,50,RbCsNiSnI6,RbCsNi2I6,RbCsSn2I6,0.0,False,-0.8422739999999997,0.08407276589211099
RbCsNiSnI6,Rb,Cs,Ni,Sn,I,75,Rb2Cs2NiSn3I12,RbCsNi2I6,RbCsSn2I6,0.0,False,-0.93657,0.05632806198467266
Cs2NiBaI6,Cs,,Ni,Ba,I,25,Cs4Ni3BaI12,CsNiI3,CsBaI3,0.0,False,-0.9468654999999998,0.1048796579569915
Cs2NiBaI6,Cs,,Ni,Ba,I,50,Cs2NiBaI6,CsNiI3,CsBaI3,0.027000000000000135,False,-1.2121927499999998,0.09319619445699256
Cs2NiBaI6,Cs,,Ni,Ba,I,75,Cs4NiBa3I12,CsNiI3,CsBaI3,0.4434,False,-1.489087,0.06994573095699153
KCsCoCuBr6,K,Cs,Co,Cu,Br,25,K2Cs2Co3CuBr12,KCsCo2Br6,KCsCu2Br6,0.0,False,-1.006429,0.11277269206061202
KCsCoCuBr6,K,Cs,Co,Cu,Br,50,KCsCoCuBr6,KCsCo2Br6,KCsCu2Br6,0.0,False,-1.03839975,0.08672044394950307
KCsCoCuBr6,K,Cs,Co,Cu,Br,75,K2Cs2CoCu3Br12,KCsCo2Br6,KCsCu2Br6,0.0,False,-1.0737945,0.03953201999217493
Rb2MgNiF6,Rb,,Mg,Ni,F,25,Rb4Mg3NiF12,RbMgF3,RbNiF3,1.4703,True,-3.1852737499999995,0.013562847353663976
Rb2MgNiF6,Rb,,Mg,Ni,F,50,Rb2MgNiF6,RbMgF3,RbNiF3,0.6919000000000001,False,-2.89732625,0.02146972939533054
Rb2MgNiF6,Rb,,Mg,Ni,F,75,Rb4MgNi3F12,RbMgF3,RbNiF3,0.6507,False,-2.60999075,0.024095439937000585
RbCsMnCdCl6,Rb,Cs,Mn,Cd,Cl,25,Rb2Cs2Mn3CdCl12,RbCsMn2Cl6,RbCsCd2Cl6,1.0393,False,-1.6691645000000004,0.023024971304078434
RbCsMnCdCl6,Rb,Cs,Mn,Cd,Cl,50,RbCsMnCdCl6,RbCsMn2Cl6,RbCsCd2Cl6,0.6990999999999998,True,-1.6634182499999999,0.02862940534169267
RbCsMnCdCl6,Rb,Cs,Mn,Cd,Cl,75,Rb2Cs2MnCd3Cl12,RbCsMn2Cl6,RbCsCd2Cl6,0.9006000000000001,False,-1.6595795000000002,0.031529909561126335
Cs2CoBaF6,Cs,,Co,Ba,F,25,Cs4Co3BaF12,CsCoF3,CsBaF3,0.08030000000000026,False,-2.6220934999999996,0.0660377192286612
Cs2CoBaF6,Cs,,Co,Ba,F,50,Cs2CoBaF6,CsCoF3,CsBaF3,0.06219999999999981,False,-2.9163849999999996,0.08555966647866153
Cs2CoBaF6,Cs,,Co,Ba,F,75,Cs4CoBa3F12,CsCoF3,CsBaF3,0.5099999999999998,False,-3.23528175,0.07261178597866103
KCsMgCoCl6,K,Cs,Mg,Co,Cl,25,K2Cs2Mg3CoCl12,KCsMg2Cl6,KCsCo2Cl6,0.4060999999999999,False,-1.9036139999999997,0.05310725849647424
KCsMgCoCl6,K,Cs,Mg,Co,Cl,50,KCsMgCoCl6,KCsMg2Cl6,KCsCo2Cl6,0.3398000000000001,False,-1.686902,0.07615664453814208
KCsMgCoCl6,K,Cs,Mg,Co,Cl,75,K2Cs2MgCo3Cl12,KCsMg2Cl6,KCsCo2Cl6,0.2467999999999999,False,-1.4701317499999995,0.09926428057980807
KCsCaCrBr6,K,Cs,Ca,Cr,Br,25,K2Cs2Ca3CrBr12,KCsCa2Br6,KCsCr2Br6,0.0,False,-1.9098585000000003,0.051218453253792706
KCsCaCrBr6,K,Cs,Ca,Cr,Br,50,KCsCaCrBr6,KCsCa2Br6,KCsCr2Br6,0.0,False,-1.7011370000000006,0.06020161078283692
KCsCaCrBr6,K,Cs,Ca,Cr,Br,75,K2Cs2CaCr3Br12,KCsCa2Br6,KCsCr2Br6,0.029100000000000126,False,-1.48779575,0.06837723161616882
Rb2CoNiBr6,Rb,,Co,Ni,Br,25,Rb4Co3NiBr12,RbCoBr3,RbNiBr3,0.04579999999999984,False,-0.9998997500000002,0.12072487203283222
Rb2CoNiBr6,Rb,,Co,Ni,Br,50,Rb2CoNiBr6,RbCoBr3,RbNiBr3,0.0,False,-1.0065024999999999,0.12274892819950001
Rb2CoNiBr6,Rb,,Co,Ni,Br,75,Rb4CoNi3Br12,RbCoBr3,RbNiBr3,0.0,False,-1.0128635,0.11391771432450026
KRbCoNiF6,K,Rb,Co,Ni,F,25,K2Rb2Co3NiF12,KRbCo2F6,KRbNi2F6,0.11499999999999999,False,-2.3580617499999996,0.02003158033282837
KRbCoNiF6,K,Rb,Co,Ni,F,50,KRbCoNiF6,KRbCo2F6,KRbNi2F6,0.0,False,-2.349444000000001,0.02440556077033129
KRbCoNiF6,K,Rb,Co,Ni,F,75,K2Rb2CoNi3F12,KRbCo2F6,KRbNi2F6,0.03839999999999999,False,-2.3410827500000004,0.028471427645331282
Cs2CaVBr6,Cs,,Ca,V,Br,25,Cs4Ca3VBr12,CsCaBr3,CsVBr3,1.0454999999999999,False,-1.97686025,0.013794448474747867
Cs2CaVBr6,Cs,,Ca,V,Br,50,Cs2CaVBr6,CsCaBr3,CsVBr3,0.2912999999999999,False,-1.76282475,0.038208396949498624
Cs2CaVBr6,Cs,,Ca,V,Br,75,Cs4CaV3Br12,CsCaBr3,CsVBr3,0.23619999999999974,False,-1.55617175,0.04571939419950022
RbCsCrCdBr6,Rb,Cs,Cr,Cd,Br,25,Rb2Cs2Cr3CdBr12,RbCsCr2Br6,RbCsCd2Br6,0.0,False,-1.3204777500000007,0.06548384486616898
RbCsCrCdBr6,Rb,Cs,Cr,Cd,Br,50,RbCsCrCdBr6,RbCsCr2Br6,RbCsCd2Br6,0.0,False,-1.3389825000000002,0.07475993278283788
RbCsCrCdBr6,Rb,Cs,Cr,Cd,Br,75,Rb2Cs2CrCd3Br12,RbCsCr2Br6,RbCsCd2Br6,0.0,False,-1.361323,0.07699953861617104
RbCsCrBaCl6,Rb,Cs,Cr,Ba,Cl,25,Rb2Cs2Cr3BaCl12,RbCsCr2Cl6,RbCsBa2Cl6,0.2648999999999999,False,-1.8048220000000001,0.07750215762147405
RbCsCrBaCl6,Rb,Cs,Cr,Ba,Cl,50,RbCsCrBaCl6,RbCsCr2Cl6,RbCsBa2Cl6,0.08619999999999983,False,-2.0158720000000008,0.08885783353813981
RbCsCrBaCl6,Rb,Cs,Cr,Ba,Cl,75,Rb2Cs2CrBa3Cl12,RbCsCr2Cl6,RbCsBa2Cl6,0.0,False,-2.2179022499999994,0.10447220345480623
Cs2FeSnBr6,Cs,,Fe,Sn,Br,25,Cs4Fe3SnBr12,CsFeBr3,CsSnBr3,0.1076999999999999,False,-1.2104202499999999,0.06520188754206391
Cs2FeSnBr6,Cs,,Fe,Sn,Br,50,Cs2FeSnBr6,CsFeBr3,CsSnBr3,0.059699999999999864,False,-1.2729044999999999,0.06453473713462543
Cs2FeSnBr6,Cs,,Fe,Sn,Br,75,Cs4FeSn3Br12,CsFeBr3,CsSnBr3,0.2824000000000002,False,-1.3502715000000003,0.030543525477185085
Cs2CaCdF6,Cs,,Ca,Cd,F,25,Cs4Ca3CdF12,CsCaF3,CsCdF3,5.4857,False,-3.4327745,0.008188142739334658
Cs2CaCdF6,Cs,,Ca,Cd,F,50,Cs2CaCdF6,CsCaF3,CsCdF3,4.31,False,-3.171456,0.016951785478665826
Cs2CaCdF6,Cs,,Ca,Cd,F,75,Cs4CaCd3F12,CsCaF3,CsCdF3,3.8204000000000002,False,-2.9097755,0.014940501978663256
RbCsTiBaBr6,Rb,Cs,Ti,Ba,Br,25,Rb2Cs2Ti3BaBr12,RbCsTi2Br6,RbCsBa2Br6,0.04489999999999972,False,-1.62451925,0.14178579876744246
RbCsTiBaBr6,Rb,Cs,Ti,Ba,Br,50,RbCsTiBaBr6,RbCsTi2Br6,RbCsBa2Br6,0.03200000000000003,False,-1.824397,0.10405692832812985
RbCsTiBaBr6,Rb,Cs,Ti,Ba,Br,75,Rb2Cs2TiBa3Br12,RbCsTi2Br6,RbCsBa2Br6,0.1814,False,-2.0042362500000004,0.08636655788881731
KRbMgVCl6,K,Rb,Mg,V,Cl,25,K2Rb2Mg3VCl12,KRbMg2Cl6,KRbV2Cl6,0.9977,True,-1.9959569999999995,0.020493691746474862
KRbMgVCl6,K,Rb,Mg,V,Cl,50,KRbMgVCl6,KRbMg2Cl6,KRbV2Cl6,0.47950000000000026,False,-1.8793824999999995,0.025724515788143165
KRbMgVCl6,K,Rb,Mg,V,Cl,75,K2Rb2MgV3Cl12,KRbMg2Cl6,KRbV2Cl6,0.37909999999999977,False,-1.7625747500000002,0.030351983329806487
Rb2CoNiF6,Rb,,Co,Ni,F,25,Rb4Co3NiF12,RbCoF3,RbNiF3,0.09809999999999985,False,-2.347562,0.009624681478664243
Rb2CoNiF6,Rb,,Co,Ni,F,50,Rb2CoNiF6,RbCoF3,RbNiF3,0.0,False,-2.337941999999999,0.020025166728665056
Rb2CoNiF6,Rb,,Co,Ni,F,75,Rb4CoNi3F12,RbCoF3,RbNiF3,0.0403,False,-2.32887125,0.024800533603666963
Cs2CdSnBr6,Cs,,Cd,Sn,Br,25,Cs4Cd3SnBr12,CsCdBr3,CsSnBr3,1.0038,False,-1.4212875000000003,0.044509905854561715
Cs2CdSnBr6,Cs,,Cd,Sn,Br,50,Cs2CdSnBr6,CsCdBr3,CsSnBr3,0.7696000000000001,False,-1.42334225,0.03335337875962452
Cs2CdSnBr6,Cs,,Cd,Sn,Br,75,Cs4CdSn3Br12,CsCdBr3,CsSnBr3,1.1300000000000003,False,-1.4254464999999998,0.018572036477183307
Cs2NiPbCl6,Cs,,Ni,Pb,Cl,25,Cs4Ni3PbCl12,CsNiCl3,CsPbCl3,0.0,False,-1.3894875,0.08142986362147431
Cs2NiPbCl6,Cs,,Ni,Pb,Cl,50,Cs2NiPbCl6,CsNiCl3,CsPbCl3,0.0,False,-1.4928537499999996,0.06604415908098193
Cs2NiPbCl6,Cs,,Ni,Pb,Cl,75,Cs4NiPb3Cl12,CsNiCl3,CsPbCl3,0.6824,False,-1.62107375,0.02580470454049255
Cs2CrMnI6,Cs,,Cr,Mn,I,25,Cs4Cr3MnI12,CsCrI3,CsMnI3,0.0,False,-0.8983529999999998,0.08835454056331038
Cs2CrMnI6,Cs,,Cr,Mn,I,50,Cs2CrMnI6,CsCrI3,CsMnI3,0.0,False,-0.9170012500000005,0.08230517816963312
Cs2CrMnI6,Cs,,Cr,Mn,I,75,Cs4CrMn3I12,CsCrI3,CsMnI3,0.22989999999999977,False,-0.9311822500000002,0.07885560402595448
Rb2CrBaBr6,Rb,,Cr,Ba,Br,25,Rb4Cr3BaBr12,RbCrBr3,RbBaBr3,0.0,False,-1.4764897500000003,0.0745009709495017
Rb2CrBaBr6,Rb,,Cr,Ba,Br,50,Rb2CrBaBr6,RbCrBr3,RbBaBr3,0.02849999999999997,False,-1.7137437500000003,0.06750771611616813
Rb2CrBaBr6,Rb,,Cr,Ba,Br,75,Rb4CrBa3Br12,RbCrBr3,RbBaBr3,0.0,False,-1.91144575,0.10006646128283325
NaRbCoNiF6,Na,Rb,Co,Ni,F,25,Na2Rb2Co3NiF12,NaRbCo2F6,NaRbNi2F6,0.09189999999999987,False,-2.3174852499999994,0.05925640581383096
NaRbCoNiF6,Na,Rb,Co,Ni,F,50,NaRbCoNiF6,NaRbCo2F6,NaRbNi2F6,0.0,False,-2.31010875,0.06233752268883208
NaRbCoNiF6,Na,Rb,Co,Ni,F,75,Na2Rb2CoNi3F12,NaRbCo2F6,NaRbNi2F6,0.04369999999999985,False,-2.30625975,0.06189113956382997
Cs2CoNiI6,Cs,,Co,Ni,I,25,Cs4Co3NiI12,CsCoI3,CsNiI3,0.0,False,-0.63645575,0.16411294129789855
Cs2CoNiI6,Cs,,Co,Ni,I,50,Cs2CoNiI6,CsCoI3,CsNiI3,0.0,False,-0.4449477499999997,0.35633555345699097
Cs2CoNiI6,Cs,,Co,Ni,I,75,Cs4CoNi3I12,CsCoI3,CsNiI3,0.0,False,-0.66076275,0.13892958745699158
Cs2CaZnF6,Cs,,Ca,Zn,F,25,Cs4Ca3ZnF12,CsCaF3,CsZnF3,5.9048,False,-3.4403707500000005,0.018873449159549693
Cs2CaZnF6,Cs,,Ca,Zn,F,50,Cs2CaZnF6,CsCaF3,CsZnF3,4.7664,False,-3.184297,0.04067389831910351
Cs2CaZnF6,Cs,,Ca,Zn,F,75,Cs4CaZn3F12,CsCaF3,CsZnF3,4.2924,False,-2.92968225,0.061015347478662996
Cs2NiPbI6,Cs,,Ni,Pb,I,25,Cs4Ni3PbI12,CsNiI3,CsPbI3,0.0,False,-0.6683654999999998,0.22437291445698904
Cs2NiPbI6,Cs,,Ni,Pb,I,50,Cs2NiPbI6,CsNiI3,CsPbI3,0.0,False,-0.8842189999999999,0.09133718633198784
Cs2NiPbI6,Cs,,Ni,Pb,I,75,Cs4NiPb3I12,CsNiI3,CsPbI3,0.2956000000000001,False,-0.9933995,0.06497445820698777
K2CrMnBr6,K,,Cr,Mn,Br,25,K4Cr3MnBr12,KCrBr3,KMnBr3,0.0,False,-1.278788,0.05835716601415886
K2CrMnBr6,K,,Cr,Mn,Br,50,K2CrMnBr6,KCrBr3,KMnBr3,0.0,False,-1.2928752500000003,0.06072325724548033
K2CrMnBr6,K,,Cr,Mn,Br,75,K4CrMn3Br12,KCrBr3,KMnBr3,0.0,False,-1.3078580000000002,0.06219384847680054
RbCsMnCoCl6,Rb,Cs,Mn,Co,Cl,25,Rb2Cs2Mn3CoCl12,RbCsMn2Cl6,RbCsCo2Cl6,0.0,False,-1.5699707500000002,0.051836114761868224
RbCsMnCoCl6,Rb,Cs,Mn,Co,Cl,50,RbCsMnCoCl6,RbCsMn2Cl6,RbCsCo2Cl6,0.0,False,-1.467661499999999,0.078781068000783
RbCsMnCoCl6,Rb,Cs,Mn,Co,Cl,75,Rb2Cs2MnCo3Cl12,RbCsMn2Cl6,RbCsCo2Cl6,0.0,False,-1.3648297499999997,0.10382684431112699
RbCsFeCoBr6,Rb,Cs,Fe,Co,Br,25,Rb2Cs2Fe3CoBr12,RbCsFe2Br6,RbCsCo2Br6,0.007300000000000084,False,-1.0805287500000005,0.11617855603283633
RbCsFeCoBr6,Rb,Cs,Fe,Co,Br,50,RbCsFeCoBr6,RbCsFe2Br6,RbCsCo2Br6,0.0,False,-1.0442375,0.132478337352278
RbCsFeCoBr6,Rb,Cs,Fe,Co,Br,75,Rb2Cs2FeCo3Br12,RbCsFe2Br6,RbCsCo2Br6,0.0,False,-1.0125509999999998,0.13677535531061125
Cs2CrSnI6,Cs,,Cr,Sn,I,25,Cs4Cr3SnI12,CsCrI3,CsSnI3,0.0,False,-0.9051634999999998,0.08869343604955304
Cs2CrSnI6,Cs,,Cr,Sn,I,50,Cs2CrSnI6,CsCrI3,CsSnI3,0.0,False,-0.9564507499999998,0.060889392642113016
Cs2CrSnI6,Cs,,Cr,Sn,I,75,Cs4CrSn3I12,CsCrI3,CsSnI3,0.0,False,-1.00752925,0.033294099234671304
RbCsMnSnBr6,Rb,Cs,Mn,Sn,Br,25,Rb2Cs2Mn3SnBr12,RbCsMn2Br6,RbCsSn2Br6,1.2067999999999999,False,-1.3785505,0.039523554111026815
RbCsMnSnBr6,Rb,Cs,Mn,Sn,Br,50,RbCsMnSnBr6,RbCsMn2Br6,RbCsSn2Br6,1.3226,False,-1.3871277500000005,0.03461579513893298
RbCsMnSnBr6,Rb,Cs,Mn,Sn,Br,75,Rb2Cs2MnSn3Br12,RbCsMn2Br6,RbCsSn2Br6,1.5307,False,-1.39797175,0.027441286166838275
RbCsCaPbCl6,Rb,Cs,Ca,Pb,Cl,25,Rb2Cs2Ca3PbCl12,RbCsCa2Cl6,RbCsPb2Cl6,4.5515,False,-2.28942325,0.007502401185736307
RbCsCaPbCl6,Rb,Cs,Ca,Pb,Cl,50,RbCsCaPbCl6,RbCsCa2Cl6,RbCsPb2Cl6,3.5312,True,-2.0951390000000005,0.01306245768573877
RbCsCaPbCl6,Rb,Cs,Ca,Pb,Cl,75,Rb2Cs2CaPb3Cl12,RbCsCa2Cl6,RbCsPb2Cl6,3.2099,False,-1.9034902500000002,0.013320565028605458
KRbCrCdCl6,K,Rb,Cr,Cd,Cl,25,K2Rb2Cr3CdCl12,KRbCr2Cl6,KRbCd2Cl6,0.0,False,-1.5842895000000006,0.056120317871471315
KRbCrCdCl6,K,Rb,Cr,Cd,Cl,50,KRbCrCdCl6,KRbCr2Cl6,KRbCd2Cl6,0.0,False,-1.5927009999999995,0.06377201266313737
KRbCrCdCl6,K,Rb,Cr,Cd,Cl,75,K2Rb2CrCd3Cl12,KRbCr2Cl6,KRbCd2Cl6,0.0,False,-1.6004309999999997,0.06344825830897305
Cs2SrPbF6,Cs,,Sr,Pb,F,25,Cs4Sr3PbF12,CsSrF3,CsPbF3,5.0313,False,-3.411014750000001,0.014383556108994
Cs2SrPbF6,Cs,,Sr,Pb,F,50,Cs2SrPbF6,CsSrF3,CsPbF3,4.069599999999999,False,-3.1835635000000004,0.010429870739331548
Cs2SrPbF6,Cs,,Sr,Pb,F,75,Cs4SrPb3F12,CsSrF3,CsPbF3,3.7658,False,-2.9565624999999995,0.006025935369665447
KRbMnCoBr6,K,Rb,Mn,Co,Br,25,K2Rb2Mn3CoBr12,KRbMn2Br6,KRbCo2Br6,0.0,False,-1.2475232499999998,0.07591314401846594
KRbMnCoBr6,K,Rb,Mn,Co,Br,50,KRbMnCoBr6,KRbMn2Br6,KRbCo2Br6,0.0,False,-1.1505337499999997,0.09871775278714523
KRbMnCoBr6,K,Rb,Mn,Co,Br,75,K2Rb2MnCo3Br12,KRbMn2Br6,KRbCo2Br6,0.0,False,-1.0555205,0.11954611155582295
RbCsMgCdCl6,Rb,Cs,Mg,Cd,Cl,25,Rb2Cs2Mg3CdCl12,RbCsMg2Cl6,RbCsCd2Cl6,3.0246,True,-2.0101682499999995,0.020212623246473882
RbCsMgCdCl6,Rb,Cs,Mg,Cd,Cl,50,RbCsMgCdCl6,RbCsMg2Cl6,RbCsCd2Cl6,2.4553000000000003,True,-1.8885355000000001,0.026936606788138917
RbCsMgCdCl6,Rb,Cs,Mg,Cd,Cl,75,Rb2Cs2MgCd3Cl12,RbCsMg2Cl6,RbCsCd2Cl6,2.1898,True,-1.7697175,0.030845840329805085
Cs2VSrCl6,Cs,,V,Sr,Cl,25,Cs4V3SrCl12,CsVCl3,CsSrCl3,0.2570000000000001,False,-1.8804727499999998,0.04961471852860555
Cs2VSrCl6,Cs,,V,Sr,Cl,50,Cs2VSrCl6,CsVCl3,CsSrCl3,0.39730000000000043,False,-2.08293225,0.0441001456857375
Cs2VSrCl6,Cs,,V,Sr,Cl,75,Cs4VSr3Cl12,CsVCl3,CsSrCl3,1.2,False,-2.3088319999999998,0.015145322842868403
KCsFeCoI6,K,Cs,Fe,Co,I,25,K2Cs2Fe3CoI12,KCsFe2I6,KCsCo2I6,0.0,False,-0.6673190000000002,0.1490463274569911
KCsFeCoI6,K,Cs,Fe,Co,I,50,KCsFeCoI6,KCsFe2I6,KCsCo2I6,0.0,False,-0.62636775,0.178657180790323
KCsFeCoI6,K,Cs,Fe,Co,I,75,K2Cs2FeCo3I12,KCsFe2I6,KCsCo2I6,0.0,False,-0.6024952500000001,0.1911892841236571
RbCsMnCdF6,Rb,Cs,Mn,Cd,F,25,Rb2Cs2Mn3CdF12,RbCsMn2F6,RbCsCd2F6,1.1209999999999998,False,-2.74171175,0.014144198428986066
RbCsMnCdF6,Rb,Cs,Mn,Cd,F,50,RbCsMnCdF6,RbCsMn2F6,RbCsCd2F6,0.6699000000000002,True,-2.707059,0.025881686857970543
RbCsMnCdF6,Rb,Cs,Mn,Cd,F,75,Rb2Cs2MnCd3F12,RbCsMn2F6,RbCsCd2F6,0.6351,False,-2.6755940000000002,0.02411772266831491
Cs2MgCdF6,Cs,,Mg,Cd,F,25,Cs4Mg3CdF12,CsMgF3,CsCdF3,4.8737,True,-3.214734,0.054122413228665955
Cs2MgCdF6,Cs,,Mg,Cd,F,50,Cs2MgCdF6,CsMgF3,CsCdF3,4.2099,True,-3.0220815,0.04745639539532842
Cs2MgCdF6,Cs,,Mg,Cd,F,75,Cs4MgCd3F12,CsMgF3,CsCdF3,3.7013,False,-2.8393622499999993,0.02591880693699622
Cs2CrBaCl6,Cs,,Cr,Ba,Cl,25,Cs4Cr3BaCl12,CsCrCl3,CsBaCl3,0.25870000000000015,False,-1.8226732500000005,0.06881652962147378
Cs2CrBaCl6,Cs,,Cr,Ba,Cl,50,Cs2CrBaCl6,CsCrCl3,CsBaCl3,0.04010000000000025,False,-2.035196,0.07393839953814041
Cs2CrBaCl6,Cs,,Cr,Ba,Cl,75,Cs4CrBa3Cl12,CsCrCl3,CsBaCl3,0.0,False,-2.23652475,0.09025426945480497
Cs2CaCoBr6,Cs,,Ca,Co,Br,25,Cs4Ca3CoBr12,CsCaBr3,CsCoBr3,0.4557,False,-1.8852410000000002,0.03452936883712843
