alloy_id,A1,A2,B1,B2,X,x,formula,formula_0,formula_100,Eg,direct,dHf,dHd
K2FeNiBr6,K,,Fe,Ni,Br,50,K2FeNiBr6,KFeBr3,KNiBr3,0.0,False,-1.0596095000000005,0.10218870119950241
K2FeNiBr6,K,,Fe,Ni,Br,75,K4FeNi3Br12,KFeBr3,KNiBr3,0.0,False,-1.01927625,0.12375927532450248
NaRbCoNiBr6,Na,Rb,Co,Ni,Br,25,Na2Rb2Co3NiBr12,NaRbCo2Br6,NaRbNi2Br6,0.0,False,-0.9295974999999999,0.1538513830763324
NaRbCoNiBr6,Na,Rb,Co,Ni,Br,50,NaRbCoNiBr6,NaRbCo2Br6,NaRbNi2Br6,0.0,False,-0.9356567499999997,0.15641893924299977
NaRbCoNiBr6,Na,Rb,Co,Ni,Br,75,Na2Rb2CoNi3Br12,NaRbCo2Br6,NaRbNi2Br6,0.0,False,-0.9513457500000004,0.14935674540966604
Rb2FeNiF6,Rb,,Fe,Ni,F,25,Rb4Fe3NiF12,RbFeF3,RbNiF3,0.2259,False,-2.4104562499999993,0.15073235881199754
Rb2FeNiF6,Rb,,Fe,Ni,F,50,Rb2FeNiF6,RbFeF3,RbNiF3,0.0,False,-2.40119275,0.114106861478664
Rb2FeNiF6,Rb,,Fe,Ni,F,75,Rb4FeNi3F12,RbFeF3,RbNiF3,0.0,False,-2.377636,0.05470200597866448
K2NiSrF6,K,,Ni,Sr,F,25,K4Ni3SrF12,KNiF3,KSrF3,0.3711,False,-2.652542499999999,0.06763496364533239
K2NiSrF6,K,,Ni,Sr,F,50,K2NiSrF6,KNiF3,KSrF3,0.40950000000000003,False,-2.9649434999999995,0.09063732547866632
K2NiSrF6,K,,Ni,Sr,F,75,K4NiSr3F12,KNiF3,KSrF3,1.5231,False,-3.291863,0.08040633597866176
KCsMnCdBr6,K,Cs,Mn,Cd,Br,25,K2Cs2Mn3CdBr12,KCsMn2Br6,KCsCd2Br6,0.7012,False,-1.3628267500000006,0.06288623426846396
KCsMnCdBr6,K,Cs,Mn,Cd,Br,50,KCsMnCdBr6,KCsMn2Br6,KCsCd2Br6,0.4123,True,-1.3702175000000003,0.06682298095380945
KCsMnCdBr6,K,Cs,Mn,Cd,Br,75,K2Cs2MnCd3Br12,KCsMn2Br6,KCsCd2Br6,0.6849000000000001,False,-1.380513,0.06785497763915371
KRbNiSnBr6,K,Rb,Ni,Sn,Br,25,K2Rb2Ni3SnBr12,KRbNi2Br6,KRbSn2Br6,0.0,False,-1.0929785000000003,0.117031450792064
KRbNiSnBr6,K,Rb,Ni,Sn,Br,50,KRbNiSnBr6,KRbNi2Br6,KRbSn2Br6,0.0,False,-1.1875495,0.09945165513462095
KRbNiSnBr6,K,Rb,Ni,Sn,Br,75,K2Rb2NiSn3Br12,KRbNi2Br6,KRbSn2Br6,0.016100000000000003,False,-1.2866205000000002,0.05748119222718495
Rb2NiSrCl6,Rb,,Ni,Sr,Cl,25,Rb4Ni3SrCl12,RbNiCl3,RbSrCl3,0.0,False,-1.5583655,0.08477139137147383
Rb2NiSrCl6,Rb,,Ni,Sr,Cl,50,Rb2NiSrCl6,RbNiCl3,RbSrCl3,0.02970000000000006,False,-1.8633775,0.06313846937147449
Rb2NiSrCl6,Rb,,Ni,Sr,Cl,75,Rb4NiSr3Cl12,RbNiCl3,RbSrCl3,1.2358,False,-2.1775572499999996,0.0323377973714738
K2VCrBr6,K,,V,Cr,Br,25,K4V3CrBr12,KVBr3,KCrBr3,0.0,False,-1.2987487500000001,0.07881723061617141
K2VCrBr6,K,,V,Cr,Br,50,K2VCrBr6,KVBr3,KCrBr3,0.0,False,-1.2872462499999997,0.07270366478283741
K2VCrBr6,K,,V,Cr,Br,75,K4VCr3Br12,KVBr3,KCrBr3,0.0,False,-1.27646375,0.06385711978283748
KCsNiCuCl6,K,Cs,Ni,Cu,Cl,25,K2Cs2Ni3CuCl12,KCsNi2Cl6,KCsCu2Cl6,0.0,False,-1.3057492499999999,0.06003952937147394
KCsNiCuCl6,K,Cs,Ni,Cu,Cl,50,KCsNiCuCl6,KCsNi2Cl6,KCsCu2Cl6,0.0,False,-1.3142940000000003,0.041730875871468065
KCsNiCuCl6,K,Cs,Ni,Cu,Cl,75,K2Cs2NiCu3Cl12,KCsNi2Cl6,KCsCu2Cl6,0.0,False,-1.325779,0.014119730922881324
RbCsVSrF6,Rb,Cs,V,Sr,F,25,Rb2Cs2V3SrF12,RbCsV2F6,RbCsSr2F6,0.4424999999999999,False,-3.0140247499999995,0.0990266646036595
RbCsVSrF6,Rb,Cs,V,Sr,F,50,RbCsVSrF6,RbCsV2F6,RbCsSr2F6,0.36019999999999985,False,-3.205660749999999,0.11519443331199408
RbCsVSrF6,Rb,Cs,V,Sr,F,75,Rb2Cs2VSr3F12,RbCsV2F6,RbCsSr2F6,0.8868,False,-3.4224892500000004,0.07090127264532597
KCsCoZnCl6,K,Cs,Co,Zn,Cl,25,K2Cs2Co3ZnCl12,KCsCo2Cl6,KCsZn2Cl6,0.28400000000000003,False,-1.34306025,0.13282701937147356
KCsCoZnCl6,K,Cs,Co,Zn,Cl,50,KCsCoZnCl6,KCsCo2Cl6,KCsZn2Cl6,0.3144,False,-1.4407492500000003,0.1256474628714752
KCsCoZnCl6,K,Cs,Co,Zn,Cl,75,K2Cs2CoZn3Cl12,KCsCo2Cl6,KCsZn2Cl6,0.40560000000000007,False,-1.53838375,0.11434888940272403
RbCsCrPbI6,Rb,Cs,Cr,Pb,I,25,Rb2Cs2Cr3PbI12,RbCsCr2I6,RbCsPb2I6,0.04420000000000002,False,-0.9086887499999999,0.08794740216532348
RbCsCrPbI6,Rb,Cs,Cr,Pb,I,50,RbCsCrPbI6,RbCsCr2I6,RbCsPb2I6,0.0,False,-0.9679562499999996,0.07159896520699194
RbCsCrPbI6,Rb,Cs,Cr,Pb,I,75,Rb2Cs2CrPb3I12,RbCsCr2I6,RbCsPb2I6,0.0,False,-1.0263737499999999,0.055885965363240864
Cs2MnBaBr6,Cs,,Mn,Ba,Br,25,Cs4Mn3BaBr12,CsMnBr3,CsBaBr3,1.581,False,-1.5946522499999993,0.06142093939346527
Cs2MnBaBr6,Cs,,Mn,Ba,Br,50,Cs2MnBaBr6,CsMnBr3,CsBaBr3,2.0359000000000003,False,-1.8024782500000007,0.06740234332880846
Cs2MnBaBr6,Cs,,Mn,Ba,Br,75,Cs4MnBa3Br12,CsMnBr3,CsBaBr3,2.5276,False,-2.0171847500000006,0.048731101389157594
NaRbMnNiF6,Na,Rb,Mn,Ni,F,25,Na2Rb2Mn3NiF12,NaRbMn2F6,NaRbNi2F6,0.0,False,-2.6347147499999997,0.09255779959324784
NaRbMnNiF6,Na,Rb,Mn,Ni,F,50,NaRbMnNiF6,NaRbMn2F6,NaRbNi2F6,0.0,False,-2.52606175,0.09541962694314066
NaRbMnNiF6,Na,Rb,Mn,Ni,F,75,Na2Rb2MnNi3F12,NaRbMn2F6,NaRbNi2F6,0.0,False,-2.4104574999999997,0.07709301175348049
RbCsSnBaBr6,Rb,Cs,Sn,Ba,Br,25,Rb2Cs2Sn3BaBr12,RbCsSn2Br6,RbCsBa2Br6,1.6109,True,-1.6054219999999997,0.020492781977184293
RbCsSnBaBr6,Rb,Cs,Sn,Ba,Br,50,RbCsSnBaBr6,RbCsSn2Br6,RbCsBa2Br6,2.054,True,-1.806066,0.028794417134624606
RbCsSnBaBr6,Rb,Cs,Sn,Ba,Br,75,Rb2Cs2SnBa3Br12,RbCsSn2Br6,RbCsBa2Br6,3.4703,False,-2.0132980000000003,0.030508052292064214
Cs2CrSrI6,Cs,,Cr,Sr,I,25,Cs4Cr3SrI12,CsCrI3,CsSrI3,0.034399999999999764,False,-1.08990425,0.08019392209274523
Cs2CrSrI6,Cs,,Cr,Sr,I,50,Cs2CrSrI6,CsCrI3,CsSrI3,0.031299999999999883,False,-1.28464075,0.08518186472849631
Cs2CrSrI6,Cs,,Cr,Sr,I,75,Cs4CrSr3I12,CsCrI3,CsSrI3,0.0,False,-1.5239507499999996,0.04559630736424891
Rb2MnCdI6,Rb,,Mn,Cd,I,25,Rb4Mn3CdI12,RbMnI3,RbCdI3,0.9959,False,-0.9446775000000003,0.0670010072759557
Rb2MnCdI6,Rb,,Mn,Cd,I,50,Rb2MnCdI6,RbMnI3,RbCdI3,1.1878000000000002,False,-0.9632817499999998,0.07478207533630021
Rb2MnCdI6,Rb,,Mn,Cd,I,75,Rb4MnCd3I12,RbMnI3,RbCdI3,1.0838,False,-0.9859147500000003,0.07605874952164449
NaKMnCoI6,Na,K,Mn,Co,I,25,Na2K2Mn3CoI12,NaKMn2I6,NaKCo2I6,0.0,False,-0.7731324999999998,0.11485401294445285
NaKMnCoI6,Na,K,Mn,Co,I,50,NaKMnCoI6,NaKMn2I6,NaKCo2I6,0.0,False,-0.6924112500000004,0.14371699008813144
NaKMnCoI6,Na,K,Mn,Co,I,75,Na2K2MnCo3I12,NaKMn2I6,NaKCo2I6,0.0,False,-0.6103649999999998,0.17390496723181004
KCsCaPbBr6,K,Cs,Ca,Pb,Br,25,K2Cs2Ca3PbBr12,KCsCa2Br6,KCsPb2Br6,3.8365,True,-1.971181,0.02085933322475153
KCsCaPbBr6,K,Cs,Ca,Pb,Br,50,KCsCaPbBr6,KCsCa2Br6,KCsPb2Br6,3.0586,True,-1.7966457499999997,0.025080625133002243
KCsCaPbBr6,K,Cs,Ca,Pb,Br,75,K2Cs2CaPb3Br12,KCsCa2Br6,KCsPb2Br6,2.8545000000000003,True,-1.6316582499999996,0.0197541670412531
Rb2FeCdF6,Rb,,Fe,Cd,F,25,Rb4Fe3CdF12,RbFeF3,RbCdF3,,,,
Rb2FeCdF6,Rb,,Fe,Cd,F,50,Rb2FeCdF6,RbFeF3,RbCdF3,0.0,False,-2.5412025,0.07479548014532877
Rb2FeCdF6,Rb,,Fe,Cd,F,75,Rb4FeCd3F12,RbFeF3,RbCdF3,0.0,False,-2.59475325,0.041490147811995115
Rb2CuCdBr6,Rb,,Cu,Cd,Br,25,Rb4Cu3CdBr12,RbCuBr3,RbCdBr3,0.0,False,-1.1545247499999998,0.021859838474752813
Rb2CuCdBr6,Rb,,Cu,Cd,Br,50,Rb2CuCdBr6,RbCuBr3,RbCdBr3,0.0,False,-1.220269,0.04898767694950612
Rb2CuCdBr6,Rb,,Cu,Cd,Br,75,Rb4CuCd3Br12,RbCuBr3,RbCdBr3,0.04569999999999996,False,-1.2901752499999999,0.06753408119950421
K2CaFeBr6,K,,Ca,Fe,Br,25,K4Ca3FeBr12,KCaBr3,KFeBr3,0.3340000000000001,False,-1.8638422500000005,0.042004394324501426
K2CaFeBr6,K,,Ca,Fe,Br,50,K2CaFeBr6,KCaBr3,KFeBr3,0.04349999999999987,False,-1.6022694999999998,0.06806944719950359
K2CaFeBr6,K,,Ca,Fe,Br,75,K4CaFe3Br12,KCaBr3,KFeBr3,0.027899999999999925,False,-1.3480157500000005,0.08681550007450234
Rb2CaBaI6,Rb,,Ca,Ba,I,25,Rb4Ca3BaI12,RbCaI3,RbBaI3,3.9757000000000002,True,-1.69731625,0.023470235956991825
Rb2CaBaI6,Rb,,Ca,Ba,I,50,Rb2CaBaI6,RbCaI3,RbBaI3,3.6564,True,-1.7137660000000001,0.03077191045699257
Rb2CaBaI6,Rb,,Ca,Ba,I,75,Rb4CaBa3I12,RbCaI3,RbBaI3,3.9239,True,-1.7417954999999998,0.02649383495699187
K2ZnPdF6,K,,Zn,Pd,F,25,K4Zn3PdF12,KZnF3,KPdF3,0.9233,False,-2.5504375,0.05731725348399763
K2ZnPdF6,K,,Zn,Pd,F,50,K2ZnPdF6,KZnF3,KPdF3,0.2322,False,-2.386439250000001,0.0574636689893282
K2ZnPdF6,K,,Zn,Pd,F,75,K4ZnPd3F12,KZnF3,KPdF3,0.16630000000000006,True,-2.230351,0.04970008449466423
KCsNiPbBr6,K,Cs,Ni,Pb,Br,25,K2Cs2Ni3PbBr12,KCsNi2Br6,KCsPb2Br6,0.0,False,-1.1153825000000002,0.1099957289137885
KCsNiPbBr6,K,Cs,Ni,Pb,Br,50,KCsNiPbBr6,KCsNi2Br6,KCsPb2Br6,0.06459999999999999,False,-1.2207750000000004,0.08984330559236176
KCsNiPbBr6,K,Cs,Ni,Pb,Br,75,K2Cs2NiPb3Br12,KCsNi2Br6,KCsPb2Br6,0.42510000000000003,False,-1.34527225,0.05058613227093067
NaCsCoCdF6,Na,Cs,Co,Cd,F,25,Na2Cs2Co3CdF12,NaCsCo2F6,NaCsCd2F6,0.24339999999999984,False,-2.3435457499999997,0.10095685050132897
NaCsCoCdF6,Na,Cs,Co,Cd,F,50,NaCsCoCdF6,NaCsCo2F6,NaCsCd2F6,0.3682000000000001,False,-2.43201775,0.08864241837632836
NaCsCoCdF6,Na,Cs,Co,Cd,F,75,Na2Cs2CoCd3F12,NaCsCo2F6,NaCsCd2F6,0.23870000000000013,False,-2.51884225,0.07490031189716007
RbCsCdSnBr6,Rb,Cs,Cd,Sn,Br,25,Rb2Cs2Cd3SnBr12,RbCsCd2Br6,RbCsSn2Br6,1.1559,False,-1.40170575,0.05162620441705945
RbCsCdSnBr6,Rb,Cs,Cd,Sn,Br,50,RbCsCdSnBr6,RbCsCd2Br6,RbCsSn2Br6,0.9558000000000001,False,-1.4039317500000004,0.03982951438462212
RbCsCdSnBr6,Rb,Cs,Cd,Sn,Br,75,Rb2Cs2CdSn3Br12,RbCsCd2Br6,RbCsSn2Br6,1.2875,False,-1.4045807500000005,0.027776536852186062
KCsCaSnI6,K,Cs,Ca,Sn,I,25,K2Cs2Ca3SnI12,KCsCa2I6,KCsSn2I6,2.9131,False,-1.5127325,0.02892909329955229
KCsCaSnI6,K,Cs,Ca,Sn,I,50,KCsCaSnI6,KCsCa2I6,KCsSn2I6,1.9159,True,-1.3483822499999998,0.03093390264211493
KCsCaSnI6,K,Cs,Ca,Sn,I,75,K2Cs2CaSn3I12,KCsCa2I6,KCsSn2I6,1.5913000000000002,True,-1.17478175,0.04019771148467299
KCsMgBaCl6,K,Cs,Mg,Ba,Cl,25,K2Cs2Mg3BaCl12,KCsMg2Cl6,KCsBa2Cl6,4.3965,True,-2.19987025,0.04362867512147339
KCsMgBaCl6,K,Cs,Mg,Ba,Cl,50,KCsMgBaCl6,KCsMg2Cl6,KCsBa2Cl6,4.598599999999999,False,-2.29413,0.0542010716631407
KCsMgBaCl6,K,Cs,Mg,Ba,Cl,75,K2Cs2MgBa3Cl12,KCsMg2Cl6,KCsBa2Cl6,4.9466,False,-2.3920605000000004,0.06026611170480667
NaKCoCuBr6,Na,K,Co,Cu,Br,25,Na2K2Co3CuBr12,NaKCo2Br6,NaKCu2Br6,0.0,False,-0.9547567499999999,0.11733014570133271
NaKCoCuBr6,Na,K,Co,Cu,Br,50,NaKCoCuBr6,NaKCo2Br6,NaKCu2Br6,0.0,False,-0.9704327499999998,0.11003506003466601
NaKCoCuBr6,Na,K,Co,Cu,Br,75,Na2K2CoCu3Br12,NaKCo2Br6,NaKCu2Br6,0.055400000000000005,False,-0.9973844999999997,0.07644942503466545
NaKCoSnBr6,Na,K,Co,Sn,Br,25,Na2K2Co3SnBr12,NaKCo2Br6,NaKSn2Br6,0.030100000000000016,False,-1.0210035000000002,0.13694729804389283
NaKCoSnBr6,Na,K,Co,Sn,Br,50,NaKCoSnBr6,NaKCo2Br6,NaKSn2Br6,0.10829999999999984,False,-1.1261985000000003,0.11215122190728666
NaKCoSnBr6,Na,K,Co,Sn,Br,75,Na2K2CoSn3Br12,NaKCo2Br6,NaKSn2Br6,0.21650000000000003,False,-1.2238657500000003,0.08186777106234633
RbCsCoSnCl6,Rb,Cs,Co,Sn,Cl,25,Rb2Cs2Co3SnCl12,RbCsCo2Cl6,RbCsSn2Cl6,0.017200000000000104,False,-1.3653565,0.12272351121403213
RbCsCoSnCl6,Rb,Cs,Co,Sn,Cl,50,RbCsCoSnCl6,RbCsCo2Cl6,RbCsSn2Cl6,0.17310000000000003,False,-1.4576432499999998,0.12280383505658987
RbCsCoSnCl6,Rb,Cs,Co,Sn,Cl,75,Rb2Cs2CoSn3Cl12,RbCsCo2Cl6,RbCsSn2Cl6,0.20720000000000005,False,-1.55683675,0.06487576389915217
RbCsZnSrCl6,Rb,Cs,Zn,Sr,Cl,25,Rb2Cs2Zn3SrCl12,RbCsZn2Cl6,RbCsSr2Cl6,3.201,False,-1.8560542499999997,0.0900289796527245
RbCsZnSrCl6,Rb,Cs,Zn,Sr,Cl,50,RbCsZnSrCl6,RbCsZn2Cl6,RbCsSr2Cl6,3.6047,False,-2.0676204999999994,0.08003646812147469
RbCsZnSrCl6,Rb,Cs,Zn,Sr,Cl,75,Rb2Cs2ZnSr3Cl12,RbCsZn2Cl6,RbCsSr2Cl6,4.2191,False,-2.27545875,0.052168556685740164
NaAgMgNiF6,Na,Ag,Mg,Ni,F,25,Na2Ag2Mg3NiF12,NaAgMg2F6,NaAgNi2F6,1.5828,True,-2.8071155,0.03526089268882693
NaAgMgNiF6,Na,Ag,Mg,Ni,F,50,NaAgMgNiF6,NaAgMg2F6,NaAgNi2F6,0.9853000000000001,False,-2.520033500000001,0.03763310323049396
NaAgMgNiF6,Na,Ag,Mg,Ni,F,75,Na2Ag2MgNi3F12,NaAgMg2F6,NaAgNi2F6,0.7778,False,-2.2316712499999993,0.04128556377216164
KRbCaCuCl6,K,Rb,Ca,Cu,Cl,25,K2Rb2Ca3CuCl12,KRbCa2Cl6,KRbCu2Cl6,0.0,False,-2.135251,0.04370325000000008
KRbCaCuCl6,K,Rb,Ca,Cu,Cl,50,KRbCaCuCl6,KRbCa2Cl6,KRbCu2Cl6,0.0,False,-1.8520797499999997,0.04464725000000058
KRbCaCuCl6,K,Rb,Ca,Cu,Cl,75,K2Rb2CaCu3Cl12,KRbCa2Cl6,KRbCu2Cl6,0.0,False,-1.580365,0.03413474999999977
Rb2FePbCl6,Rb,,Fe,Pb,Cl,25,Rb4Fe3PbCl12,RbFeCl3,RbPbCl3,0.00990000000000002,False,-1.46982275,0.06423354527772007
Rb2FePbCl6,Rb,,Fe,Pb,Cl,50,Rb2FePbCl6,RbFeCl3,RbPbCl3,0.04739999999999989,False,-1.5349665000000001,0.058605312933968534
Rb2FePbCl6,Rb,,Fe,Pb,Cl,75,Rb4FePb3Cl12,RbFeCl3,RbPbCl3,0.3144,False,-1.6104084999999997,0.04217084737147392
Rb2SrSnCl6,Rb,,Sr,Sn,Cl,25,Rb4Sr3SnCl12,RbSrCl3,RbSnCl3,3.9636,False,-2.2784242499999996,0.00274706671403413
Rb2SrSnCl6,Rb,,Sr,Sn,Cl,50,Rb2SrSnCl6,RbSrCl3,RbSnCl3,2.6799,True,-2.063086,0.005982508056592284
Rb2SrSnCl6,Rb,,Sr,Sn,Cl,75,Rb4SrSn3Cl12,RbSrCl3,RbSnCl3,2.3255,True,-1.8475522500000003,0.009413449399152451
RbCsCuZnF6,Rb,Cs,Cu,Zn,F,25,Rb2Cs2Cu3ZnF12,RbCsCu2F6,RbCsZn2F6,0.0,False,-2.374,0.023558760199443363
RbCsCuZnF6,Rb,Cs,Cu,Zn,F,50,RbCsCuZnF6,RbCsCu2F6,RbCsZn2F6,0.0,False,-2.4716429999999994,0.04710021905182593
RbCsCuZnF6,Rb,Cs,Cu,Zn,F,75,Rb2Cs2CuZn3F12,RbCsCu2F6,RbCsZn2F6,0.0,False,-2.5627957500000003,0.06881751245274925
KRbCaCdBr6,K,Rb,Ca,Cd,Br,25,K2Rb2Ca3CdBr12,KRbCa2Br6,KRbCd2Br6,3.2883000000000004,False,-1.9463342500000003,0.024808704699502915
KRbCaCdBr6,K,Rb,Ca,Cd,Br,50,KRbCaCdBr6,KRbCa2Br6,KRbCd2Br6,2.4196,False,-1.75511125,0.038646913449503106
KRbCaCdBr6,K,Rb,Ca,Cd,Br,75,K2Rb2CaCd3Br12,KRbCa2Br6,KRbCd2Br6,2.0625,False,-1.56453825,0.05183512219950348
KCsCaVF6,K,Cs,Ca,V,F,25,K2Cs2Ca3VF12,KCsCa2F6,KCsV2F6,1.2990999999999997,False,-3.46484375,0.05204145823222106
KCsCaVF6,K,Cs,Ca,V,F,50,KCsCaVF6,KCsCa2F6,KCsV2F6,0.6967000000000003,False,-3.244907,0.09169349231199497
KCsCaVF6,K,Cs,Ca,V,F,75,K2Cs2CaV3F12,KCsCa2F6,KCsV2F6,0.5451000000000001,False,-3.0314097500000003,0.09826961741616369
KCsMnSrCl6,K,Cs,Mn,Sr,Cl,25,K2Cs2Mn3SrCl12,KCsMn2Cl6,KCsSr2Cl6,1.7130000000000003,False,-1.8626999999999996,0.02842392560710838
KCsMnSrCl6,K,Cs,Mn,Sr,Cl,50,KCsMnSrCl6,KCsMn2Cl6,KCsSr2Cl6,1.9304,False,-2.07260575,0.027148662167450155
KCsMnSrCl6,K,Cs,Mn,Sr,Cl,75,K2Cs2MnSr3Cl12,KCsMn2Cl6,KCsSr2Cl6,2.6989,False,-2.282942,0.02544289872779526
KCsMgSnBr6,K,Cs,Mg,Sn,Br,25,K2Cs2Mg3SnBr12,KCsMg2Br6,KCsSn2Br6,2.4998,False,-1.6720200000000003,0.047527440260811904
KCsMgSnBr6,K,Cs,Mg,Sn,Br,50,KCsMgSnBr6,KCsMg2Br6,KCsSn2Br6,2.0528,False,-1.5778670000000004,0.040814650613789194
KCsMgSnBr6,K,Cs,Mg,Sn,Br,75,K2Cs2MgSn3Br12,KCsMg2Br6,KCsSn2Br6,1.8284999999999998,False,-1.48452675,0.033289110966764124
KCsSnPbCl6,K,Cs,Sn,Pb,Cl,25,K2Cs2Sn3PbCl12,KCsSn2Cl6,KCsPb2Cl6,1.9979999999999998,True,-1.6523962499999996,0.02504876669081435
KCsSnPbCl6,K,Cs,Sn,Pb,Cl,50,KCsSnPbCl6,KCsSn2Cl6,KCsPb2Cl6,2.0782000000000003,True,-1.6734949999999997,0.021269143639926824
KCsSnPbCl6,K,Cs,Sn,Pb,Cl,75,K2Cs2SnPb3Cl12,KCsSn2Cl6,KCsPb2Cl6,2.3088,True,-1.68322,0.028863270589030154
Rb2NiPbCl6,Rb,,Ni,Pb,Cl,25,Rb4Ni3PbCl12,RbNiCl3,RbPbCl3,0.0,False,-1.3661392499999998,0.08560762237147523
Rb2NiPbCl6,Rb,,Ni,Pb,Cl,50,Rb2NiPbCl6,RbNiCl3,RbPbCl3,0.034399999999999986,False,-1.47256925,0.065452303371476
Rb2NiPbCl6,Rb,,Ni,Pb,Cl,75,Rb4NiPb3Cl12,RbNiCl3,RbPbCl3,0.7609,False,-1.59093825,0.03335798437147641
KCsMnSnF6,K,Cs,Mn,Sn,F,25,K2Cs2Mn3SnF12,KCsMn2F6,KCsSn2F6,1.9550000000000005,False,-2.7396392500000006,0.03412410209462724
KCsMnSnF6,K,Cs,Mn,Sn,F,50,KCsMnSnF6,KCsMn2F6,KCsSn2F6,1.6737,False,-2.718157750000001,0.04642098228530589
KCsMnSnF6,K,Cs,Mn,Sn,F,75,K2Cs2MnSn3F12,KCsMn2F6,KCsSn2F6,2.3806,False,-2.7118002500000005,0.03523243091543371
K2SnPbCl6,K,,Sn,Pb,Cl,25,K4Sn3PbCl12,KSnCl3,KPbCl3,2.0492999999999997,True,-1.63710375,0.016954270961652806
K2SnPbCl6,K,,Sn,Pb,Cl,50,K2SnPbCl6,KSnCl3,KPbCl3,2.2704000000000004,True,-1.6433224999999996,0.029315003681593232
K2SnPbCl6,K,,Sn,Pb,Cl,75,K4SnPb3Cl12,KSnCl3,KPbCl3,2.5396,True,-1.6723382499999997,0.018878736401533924
Cs2MgMnI6,Cs,,Mg,Mn,I,25,Cs4Mg3MnI12,CsMgI3,CsMnI3,1.8205,False,-1.2313205,0.05884616739664139
Cs2MgMnI6,Cs,,Mg,Mn,I,50,Cs2MgMnI6,CsMgI3,CsMnI3,1.2918999999999998,False,-1.1410727500000004,0.06279119225296448
Cs2MgMnI6,Cs,,Mg,Mn,I,75,Cs4MgMn3I12,CsMgI3,CsMnI3,1.6131,False,-1.0656900000000007,0.04676512015095202
Rb2MgSrBr6,Rb,,Mg,Sr,Br,25,Rb4Mg3SrBr12,RbMgBr3,RbSrBr3,3.3209,True,-1.8709305,0.027773125324503045
Rb2MgSrBr6,Rb,,Mg,Sr,Br,50,Rb2MgSrBr6,RbMgBr3,RbSrBr3,3.5866999999999996,False,-1.9723820000000003,0.022923575032835597
Rb2MgSrBr6,Rb,,Mg,Sr,Br,75,Rb4MgSr3Br12,RbMgBr3,RbSrBr3,4.181,False,-2.0811,0.010807524741167196
Rb2FeSnCl6,Rb,,Fe,Sn,Cl,25,Rb4Fe3SnCl12,RbFeCl3,RbSnCl3,0.016199999999999992,True,-1.462207,0.056229405339032645
Rb2FeSnCl6,Rb,,Fe,Sn,Cl,50,Rb2FeSnCl6,RbFeCl3,RbSnCl3,0.020000000000000018,False,-1.497389,0.06494303305658544
Rb2FeSnCl6,Rb,,Fe,Sn,Cl,75,Rb4FeSn3Cl12,RbFeCl3,RbSnCl3,0.1976,False,-1.57515025,0.0295766733991516
RbCsCdPbF6,Rb,Cs,Cd,Pb,F,25,Rb2Cs2Cd3PbF12,RbCsCd2F6,RbCsPb2F6,2.7977,False,-2.6568914999999995,0.031304380478660576
RbCsCdPbF6,Rb,Cs,Cd,Pb,F,50,RbCsCdPbF6,RbCsCd2F6,RbCsPb2F6,2.7349,False,-2.6760585,0.04157674397866451
RbCsCdPbF6,Rb,Cs,Cd,Pb,F,75,Rb2Cs2CdPb3F12,RbCsCd2F6,RbCsPb2F6,3.3112999999999997,False,-2.6995682499999996,0.02917671447866521
KCsMgSrI6,K,Cs,Mg,Sr,I,25,K2Cs2Mg3SrI12,KCsMg2I6,KCsSr2I6,2.4489,True,-1.3999437499999998,0.053611002092744275
KCsMgSrI6,K,Cs,Mg,Sr,I,50,KCsMgSrI6,KCsMg2I6,KCsSr2I6,2.7046,False,-1.5096362500000005,0.044602822895162486
KCsMgSrI6,K,Cs,Mg,Sr,I,75,K2Cs2MgSr3I12,KCsMg2I6,KCsSr2I6,3.3767,True,-1.6234092499999995,0.030166745228497938
KRbMgSnF6,K,Rb,Mg,Sn,F,25,K2Rb2Mg3SnF12,KRbMg2F6,KRbSn2F6,4.2595,False,-3.2610402499999998,0.04028629632122449
KRbMgSnF6,K,Rb,Mg,Sn,F,50,KRbMgSnF6,KRbMg2F6,KRbSn2F6,3.7796999999999996,False,-3.05968675,0.04930574211821792
KRbMgSnF6,K,Rb,Mg,Sn,F,75,K2Rb2MgSn3F12,KRbMg2F6,KRbSn2F6,3.6660999999999997,False,-2.8773295000000005,0.03515723818411143
Cs2PdCdI6,Cs,,Pd,Cd,I,25,Cs4Pd3CdI12,CsPdI3,CsCdI3,0.017100000000000115,False,-0.8734642499999999,0.0737680337069877
Cs2PdCdI6,Cs,,Pd,Cd,I,50,Cs2PdCdI6,CsPdI3,CsCdI3,0.0,False,-0.9214217500000004,0.08785505070698818
Cs2PdCdI6,Cs,,Pd,Cd,I,75,Cs4PdCd3I12,CsPdI3,CsCdI3,0.9673999999999998,True,-0.9842897999999997,0.08077031645698796
KCsCaSnF6,K,Cs,Ca,Sn,F,25,K2Cs2Ca3SnF12,KCsCa2F6,KCsSn2F6,4.2459,False,-3.4193137499999997,0.0352458772393307
KCsCaSnF6,K,Cs,Ca,Sn,F,50,KCsCaSnF6,KCsCa2F6,KCsSn2F6,3.7638,False,-3.177995,0.03586087723933229
KCsCaSnF6,K,Cs,Ca,Sn,F,75,K2Cs2CaSn3F12,KCsCa2F6,KCsSn2F6,3.4004000000000003,False,-2.9302659999999996,0.03734525111966658
